,names,scores,logfoldchanges,pvals,pvals_adj,abslfc
2096,ANO6,120.8784,1.7147121,0.0,0.0,1.7147121
3368,TMEM120B,110.3276,1.714491,0.0,0.0,1.714491
12650,KRAS,-122.23364,-1.7137719,0.0,0.0,1.7137719
1904,RC3H1,121.540924,1.7133437,0.0,0.0,1.7133437
3118,MYO15B,113.45066,1.7128803,0.0,0.0,1.7128803
8059,SLC6A4,-43.884804,-1.7123735,0.0,0.0,1.7123735
3526,SNX22,108.349525,1.712334,0.0,0.0,1.712334
14104,RPAIN,-122.60726,-1.7122749,0.0,0.0,1.7122749
11414,ZNF689,-120.24758,-1.7120491,0.0,0.0,1.7120491
2631,DAGLA,117.85694,1.7109982,0.0,0.0,1.7109982
1871,KLHL20,121.63782,1.7106225,0.0,0.0,1.7106225
12389,AZI2,-122.10541,-1.7105776,0.0,0.0,1.7105776
8673,ETV5,-67.0517,-1.7100431,0.0,0.0,1.7100431
10444,TMEM147-AS1,-112.53665,-1.7098781,0.0,0.0,1.7098781
3648,TRDN,106.33619,1.7098588,0.0,0.0,1.7098588
7719,DUOX2,-28.621271,-1.7097862,3.653091008246753e-180,4.010584998394226e-180,1.7097862
10529,TMEM198,-113.39786,-1.7085687,0.0,0.0,1.7085687
9716,FARP1-AS1,-99.577225,-1.7084901,0.0,0.0,1.7084901
11795,QSER1,-121.34151,-1.7076548,0.0,0.0,1.7076548
11810,PSME3,-121.37833,-1.7072395,0.0,0.0,1.7072395
2275,KIF13A,119.98295,1.7070805,0.0,0.0,1.7070805
1457,ZNF721,122.40259,1.7069722,0.0,0.0,1.7069722
2156,DYRK1A,120.5357,1.706724,0.0,0.0,1.706724
4366,MIR181A1HG,92.846855,1.706518,0.0,0.0,1.706518
1845,DIP2A,121.72612,1.705089,0.0,0.0,1.705089
4425,TSPOAP1,91.61405,1.7047827,0.0,0.0,1.7047827
11140,PIP4P2,-119.11812,-1.7045962,0.0,0.0,1.7045962
10933,UBXN6,-117.6032,-1.704183,0.0,0.0,1.704183
3133,CCDC93,113.2967,1.7036346,0.0,0.0,1.7036346
8312,ESRP2,-53.428608,-1.7028633,0.0,0.0,1.7028633
4556,GOLGA8H,88.534706,1.7025516,0.0,0.0,1.7025516
3111,ZNRF1,113.57253,1.7025286,0.0,0.0,1.7025286
2854,HDHD3,116.01652,1.7018453,0.0,0.0,1.7018453
10708,GNL3L,-115.480804,-1.7017106,0.0,0.0,1.7017106
10523,DYNLT3,-113.35318,-1.701338,0.0,0.0,1.701338
1375,SRPK2,122.47625,1.7010641,0.0,0.0,1.7010641
9429,TPM3,-91.84363,-1.700934,0.0,0.0,1.700934
9187,SLC5A9,-85.13255,-1.7006907,0.0,0.0,1.7006907
3319,ITPRID2,110.92898,1.7003223,0.0,0.0,1.7003223
11769,SEC61A2,-121.289955,-1.7002444,0.0,0.0,1.7002444
2836,SLC38A6,116.18802,1.6994542,0.0,0.0,1.6994542
3065,CDS2,114.05181,1.6992745,0.0,0.0,1.6992745
3151,CAMK4,113.051994,1.6983672,0.0,0.0,1.6983672
3990,ZBED5-AS1,99.88853,1.6980705,0.0,0.0,1.6980705
3942,LINC02572,100.67193,1.6979307,0.0,0.0,1.6979307
