,names,scores,logfoldchanges,pvals,pvals_adj,abslfc
3754,SERHL2,75.91175,2.065045,0.0,0.0,2.065045
3654,DEPTOR,77.39195,2.063918,0.0,0.0,2.063918
2404,NEIL3,93.42584,2.0637715,0.0,0.0,2.0637715
717,PAXIP1-AS2,120.39699,2.0635016,0.0,0.0,2.0635016
6558,ARID5B,34.88012,2.06278,1.4885560512188727e-266,2.065566504081877e-266,2.06278
266,LINC00926,130.12486,2.062096,0.0,0.0,2.062096
952,CNTFR,115.8971,2.0610678,0.0,0.0,2.0610678
13357,SH3TC2-DT,-97.241455,-2.057348,0.0,0.0,2.057348
46,TGIF1,137.99237,2.0573099,0.0,0.0,2.0573099
2116,SMOC1,97.497536,2.0562394,0.0,0.0,2.0562394
14581,CELSR1,-134.66022,-2.0550938,0.0,0.0,2.0550938
14169,DGCR6,-120.716896,-2.0545611,0.0,0.0,2.0545611
468,NFE2L3,125.62603,2.0534081,0.0,0.0,2.0534081
1655,CD24,104.65489,2.0533712,0.0,0.0,2.0533712
1079,FIRRE,113.871864,2.0526633,0.0,0.0,2.0526633
13139,KCNA4,-90.2571,-2.0522025,0.0,0.0,2.0522025
578,PLEKHG6,123.11087,2.051909,0.0,0.0,2.051909
1821,ANXA2R,102.19473,2.0518909,0.0,0.0,2.0518909
1845,NAT2,101.94995,2.0513718,0.0,0.0,2.0513718
671,C6orf132,121.41935,2.0506516,0.0,0.0,2.0506516
7389,TNFRSF11A,21.945358,2.049231,9.590935782666788e-107,1.1631627164341413e-106,2.049231
14737,ALDH4A1,-139.54216,-2.0489688,0.0,0.0,2.0489688
3575,MAP4K1,78.37471,2.0486088,0.0,0.0,2.0486088
5157,RARRES1,55.82453,2.048433,0.0,0.0,2.048433
3580,TRIL,78.296936,2.0483646,0.0,0.0,2.0483646
14107,ALCAM,-118.699036,-2.0483632,0.0,0.0,2.0483632
505,BANK1,124.76787,2.0479496,0.0,0.0,2.0479496
1196,ZNF578,111.842224,2.0473998,0.0,0.0,2.0473998
1955,ERFE,100.07719,2.0466304,0.0,0.0,2.0466304
698,EIF2AK3-DT,120.72587,2.046208,0.0,0.0,2.046208
13978,CSPG5,-114.661644,-2.045823,0.0,0.0,2.045823
3608,CDH13,78.00165,2.0457447,0.0,0.0,2.0457447
1487,ANO9,107.293495,2.0455616,0.0,0.0,2.0455616
13415,KIF1A,-99.0365,-2.0455246,0.0,0.0,2.0455246
985,COTL1,115.48691,2.045461,0.0,0.0,2.045461
310,C11orf91,128.892,2.0436497,0.0,0.0,2.0436497
7758,IL1R2,16.338047,2.0431824,5.292136943331822e-60,6.079132755522752e-60,2.0431824
13627,CACNG6,-104.3209,-2.0426884,0.0,0.0,2.0426884
14389,CTNND2,-128.33838,-2.0425408,0.0,0.0,2.0425408
2811,WFDC2,88.28164,2.042233,0.0,0.0,2.042233
1013,DLEU7,115.04882,2.0419238,0.0,0.0,2.0419238
2655,PTPN5,90.1283,2.0416067,0.0,0.0,2.0416067
2328,RBFOX3,94.53726,2.0415425,0.0,0.0,2.0415425
1727,STAR,103.74139,2.0391188,0.0,0.0,2.0391188
422,PROC,126.73912,2.0379057,0.0,0.0,2.0379057
14361,PRRG3,-127.505684,-2.0376658,0.0,0.0,2.0376658
5334,LIF,53.305103,2.0371158,0.0,0.0,2.0371158
13750,SYNM,-108.071495,-2.0364976,0.0,0.0,2.0364976
7519,BRINP2,20.152845,2.0350697,2.5408057758509785e-90,3.024535714073831e-90,2.0350697
1753,HMGA2-AS1,103.18906,2.034244,0.0,0.0,2.034244
1252,HMCN1,110.88693,2.0339377,0.0,0.0,2.0339377
6092,C3orf70,41.830166,2.033746,0.0,0.0,2.033746
2012,PROM1,99.30298,2.033449,0.0,0.0,2.033449
286,SLC13A3,129.58968,2.0324683,0.0,0.0,2.0324683
538,ROBO3,124.109764,2.032412,0.0,0.0,2.032412
1748,GPA33,103.25594,2.0321848,0.0,0.0,2.0321848
2548,DHDH,91.52093,2.0320919,0.0,0.0,2.0320919
13826,TNFRSF19,-110.28081,-2.0319304,0.0,0.0,2.0319304
2665,TNFAIP8L3,90.01937,2.0317848,0.0,0.0,2.0317848
13418,LINC02798,-99.11222,-2.0312045,0.0,0.0,2.0312045
1977,ARMC3,99.83597,2.031149,0.0,0.0,2.031149
526,ADCY3,124.34744,2.0279365,0.0,0.0,2.0279365
130,PLTP,133.95848,2.0277221,0.0,0.0,2.0277221
1677,GSG1,104.34324,2.0250766,0.0,0.0,2.0250766
2555,PSTPIP2,91.47718,2.0241218,0.0,0.0,2.0241218
14588,ENPP4,-134.87663,-2.0238261,0.0,0.0,2.0238261
14575,GOT1,-134.45291,-2.0233052,0.0,0.0,2.0233052
2738,FJX1,89.215546,2.0219586,0.0,0.0,2.0219586
1377,SLC26A4-AS1,108.999725,2.02141,0.0,0.0,2.02141
1722,SLC4A8,103.78072,2.017803,0.0,0.0,2.017803
12696,BSPRY,-78.23767,-2.017374,0.0,0.0,2.017374
13981,DNAJA4,-114.75267,-2.0159857,0.0,0.0,2.0159857
1230,DUSP6,111.331116,2.015126,0.0,0.0,2.015126
1999,RNASEL,99.48351,2.0140994,0.0,0.0,2.0140994
1922,CFP,100.60109,2.0137985,0.0,0.0,2.0137985
690,ZCCHC18,120.9315,2.013499,0.0,0.0,2.013499
6176,BDNF,40.59692,2.0120072,0.0,0.0,2.0120072
2259,TMEM52B,95.51351,2.0109134,0.0,0.0,2.0109134
13614,ZNF534,-104.018456,-2.0089622,0.0,0.0,2.0089622
1905,WNK4,100.896576,2.0077214,0.0,0.0,2.0077214
13984,TP53AIP1,-114.80807,-2.0077088,0.0,0.0,2.0077088
2461,F2R,92.63163,2.0076263,0.0,0.0,2.0076263
14799,ERBB2,-141.59045,-2.007482,0.0,0.0,2.007482
5073,KCNH1,56.836033,2.0066633,0.0,0.0,2.0066633
13182,SLC6A2,-91.67857,-2.00622,0.0,0.0,2.00622
2153,SP6,97.01492,2.006087,0.0,0.0,2.006087
2132,MUSTN1,97.34282,2.0045261,0.0,0.0,2.0045261
1202,MX1,111.746506,2.0039241,0.0,0.0,2.0039241
262,DOCK6,130.24266,2.0035667,0.0,0.0,2.0035667
3164,COBLL1,83.70951,2.000919,0.0,0.0,2.000919
14034,ILDR2,-116.289955,-2.0001028,0.0,0.0,2.0001028
14381,EPHX4,-128.03189,-1.9995806,0.0,0.0,1.9995806
13839,SSPN,-110.68451,-1.9995385,0.0,0.0,1.9995385
14491,IDH3A,-131.63129,-1.9989978,0.0,0.0,1.9989978
13936,LDHD,-113.49107,-1.9985375,0.0,0.0,1.9985375
6461,TNFRSF18,36.110516,1.9982088,1.5510966594710993e-285,2.186306268448572e-285,1.9982088
452,LINC00265,126.07081,1.9981071,0.0,0.0,1.9981071
14115,PI16,-118.86193,-1.9979734,0.0,0.0,1.9979734
839,CCDC152,118.04811,1.9973993,0.0,0.0,1.9973993
