,GeneID,logfc_Native_CM,logfc_Early_hipsc_CM,description
317,SLC9A2,5.356514,-1.9360303,solute carrier family 9 member A2 [Source:HGNC Symbol;Acc:HGNC:11072]
785,HSD11B1-AS1,3.6833792,-2.8135934,HSD11B1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54053]
1013,TSPEAR,3.120939,-3.3073542,thrombospondin type laminin G domain and EAR repeats [Source:HGNC Symbol;Acc:HGNC:1268]
1068,L1TD1,-2.9950104,3.4439313,LINE1 type transposase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25595]
198,CENPF,-6.082674,1.694572,centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857]
470,SH3BGRL3,-4.720641,2.1791008,SH3 domain binding glutamate rich protein like 3 [Source:HGNC Symbol;Acc:HGNC:15568]
1313,ADCY5,2.4944048,-4.104469,adenylate cyclase 5 [Source:HGNC Symbol;Acc:HGNC:236]
1273,GSC,-2.5681982,3.9860876,goosecoid homeobox [Source:HGNC Symbol;Acc:HGNC:4612]
1131,LAG3,-2.8676813,3.5689309,lymphocyte activating 3 [Source:HGNC Symbol;Acc:HGNC:6476]
553,IGDCC3,-4.4146886,2.317256,immunoglobulin superfamily DCC subclass member 3 [Source:HGNC Symbol;Acc:HGNC:9700]
1194,RGCC,-2.7042255,3.7824752,regulator of cell cycle [Source:HGNC Symbol;Acc:HGNC:20369]
543,LMO2,-4.4528804,2.2868357,LIM domain only 2 [Source:HGNC Symbol;Acc:HGNC:6642]
160,IFITM2,-6.3012686,1.6140748,interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413]
281,PIMREG,-5.5131874,1.8356928,PICALM interacting mitotic regulator [Source:HGNC Symbol;Acc:HGNC:25483]
522,GATA2,-4.526598,2.2331889,GATA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4171]
439,HOTAIRM1,-4.8426757,2.0842295,"HOXA transcript antisense RNA, myeloid-specific 1 [Source:HGNC Symbol;Acc:HGNC:37117]"
593,PGF,-4.2050524,2.398462,placental growth factor [Source:HGNC Symbol;Acc:HGNC:8893]
1538,PITX1,-2.0652277,4.878512,paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004]
1107,NMRK2,2.9269068,-3.44147,nicotinamide riboside kinase 2 [Source:HGNC Symbol;Acc:HGNC:17871]
282,FKBP11,-5.506851,1.8277282,FKBP prolyl isomerase 11 [Source:HGNC Symbol;Acc:HGNC:18624]
1441,DNM3OS,-2.2564294,4.4587607,DNM3 opposite strand/antisense RNA [Source:HGNC Symbol;Acc:HGNC:41228]
556,NBL1,-4.390378,2.291467,"NBL1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:7650]"
1245,DIO3OS,-2.6189728,3.837261,DIO3 opposite strand upstream RNA [Source:HGNC Symbol;Acc:HGNC:20348]
191,TMEM35B,-6.123666,1.6404384,transmembrane protein 35B [Source:HGNC Symbol;Acc:HGNC:40021]
194,NRP2,-6.1062155,1.6434058,neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
799,ECM1,-3.658562,2.7389503,extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3153]
1149,C6orf141,-2.8360865,3.532421,chromosome 6 open reading frame 141 [Source:HGNC Symbol;Acc:HGNC:21351]
545,PSAT1,-4.446992,2.2504215,phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]
594,ADA,-4.2044883,2.3787744,adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186]
641,KCNV1,-4.0701795,2.4480493,potassium voltage-gated channel modifier subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:18861]
212,TMEFF1,-5.9664264,1.6625319,transmembrane protein with EGF like and two follistatin like domains 1 [Source:HGNC Symbol;Acc:HGNC:11866]
484,CNTN3,4.6772747,-2.1189492,contactin 3 [Source:HGNC Symbol;Acc:HGNC:2173]
491,DCLK3,-4.657944,2.1265702,doublecortin like kinase 3 [Source:HGNC Symbol;Acc:HGNC:19005]
720,SALL4,-3.8581593,2.5669029,spalt like transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:15924]
228,TPM4,-5.856144,1.6911323,tropomyosin 4 [Source:HGNC Symbol;Acc:HGNC:12013]
650,GPD1L,4.0567026,-2.4407635,glycerol-3-phosphate dehydrogenase 1 like [Source:HGNC Symbol;Acc:HGNC:28956]
447,SH3TC2-DT,4.804485,-2.057348,SH3TC2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:52905]
1179,GATA3,-2.742477,3.5994835,GATA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4172]
1421,KLHL30,2.29278,-4.3051414,kelch like family member 30 [Source:HGNC Symbol;Acc:HGNC:24770]
432,PLTP,-4.865756,2.0277221,phospholipid transfer protein [Source:HGNC Symbol;Acc:HGNC:9093]
257,TWIST1,-5.6107354,1.7562047,twist family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12428]
270,MINDY4,-5.559073,1.7705809,MINDY lysine 48 deubiquitinase 4 [Source:HGNC Symbol;Acc:HGNC:21916]
1126,AKR1B15,-2.874184,3.4193516,aldo-keto reductase family 1 member B15 [Source:HGNC Symbol;Acc:HGNC:37281]
482,B3GALT1,-4.690165,2.093826,"beta-1,3-galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:916]"
252,PPM1K-DT,5.66706,-1.722827,PPM1K divergent transcript [Source:HGNC Symbol;Acc:HGNC:54093]
1573,GIMAP4,-2.0009947,4.8763967,"GTPase, IMAP family member 4 [Source:HGNC Symbol;Acc:HGNC:21872]"
574,DTX4,-4.3106217,2.258251,deltex E3 ubiquitin ligase 4 [Source:HGNC Symbol;Acc:HGNC:29151]
930,ADGRB1,-3.346089,2.9045625,adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]
211,ZNF37A,-5.9727225,1.6254784,zinc finger protein 37A [Source:HGNC Symbol;Acc:HGNC:13102]
183,MKI67,-6.1822896,1.5677176,marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]
1000,SLC27A6,3.1688426,-3.054361,solute carrier family 27 member 6 [Source:HGNC Symbol;Acc:HGNC:11000]
308,ZNF670,-5.397756,1.7906995,zinc finger protein 670 [Source:HGNC Symbol;Acc:HGNC:28167]
1651,TCIM,-1.8593476,5.1942697,transcriptional and immune response regulator [Source:HGNC Symbol;Acc:HGNC:1357]
1263,ARSI,-2.5804203,3.7374654,arylsulfatase family member I [Source:HGNC Symbol;Acc:HGNC:32521]
1711,HOXB-AS3,-1.7572008,5.476664,HOXB cluster antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:40283]
1157,PDE4DIP,2.8059967,-3.4228132,phosphodiesterase 4D interacting protein [Source:HGNC Symbol;Acc:HGNC:15580]
241,CNTNAP3,5.7495403,-1.6703492,contactin associated protein family member 3 [Source:HGNC Symbol;Acc:HGNC:13834]
414,ZNF695,-4.9449553,1.941646,zinc finger protein 695 [Source:HGNC Symbol;Acc:HGNC:30954]
1332,FSD2,2.4672558,-3.8856704,fibronectin type III and SPRY domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18024]
382,NRGN,-5.08039,1.8849796,neurogranin [Source:HGNC Symbol;Acc:HGNC:8000]
541,RAD9B,4.46761,-2.1423876,RAD9 checkpoint clamp component B [Source:HGNC Symbol;Acc:HGNC:21700]
391,ENAM,5.048212,-1.8943634,enamelin [Source:HGNC Symbol;Acc:HGNC:3344]
478,ROBO3,-4.701797,2.032412,roundabout guidance receptor 3 [Source:HGNC Symbol;Acc:HGNC:13433]
232,GALNT4,-5.843462,1.631496,polypeptide N-acetylgalactosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:4126]
1088,CALCRL,-2.9573436,3.2203658,calcitonin receptor like receptor [Source:HGNC Symbol;Acc:HGNC:16709]
452,HJURP,-4.782558,1.9904636,Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444]
867,ADRA2C,-3.4702127,2.7429543,adrenoceptor alpha 2C [Source:HGNC Symbol;Acc:HGNC:283]
488,STAR,-4.666754,2.0391188,steroidogenic acute regulatory protein [Source:HGNC Symbol;Acc:HGNC:11359]
184,RRM2,-6.1802726,1.5386552,ribonucleotide reductase regulatory subunit M2 [Source:HGNC Symbol;Acc:HGNC:10452]
492,WFDC2,-4.654944,2.042233,WAP four-disulfide core domain 2 [Source:HGNC Symbol;Acc:HGNC:15939]
1363,SLC38A5,-2.4177318,3.9283545,solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]
1193,CLDN11,-2.7173986,3.491574,claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]
602,SNAI1,-4.1639977,2.278319,snail family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:11128]
505,CNTFR,-4.598973,2.0610678,ciliary neurotrophic factor receptor [Source:HGNC Symbol;Acc:HGNC:2170]
506,NEIL3,-4.583747,2.0637715,nei like DNA glycosylase 3 [Source:HGNC Symbol;Acc:HGNC:24573]
178,RCN1,-6.199378,1.5255425,reticulocalbin 1 [Source:HGNC Symbol;Acc:HGNC:9934]
1207,DOK7,2.6745324,-3.520128,docking protein 7 [Source:HGNC Symbol;Acc:HGNC:26594]
166,TMSB10,-6.265485,1.5001942,thymosin beta 10 [Source:HGNC Symbol;Acc:HGNC:11879]
1031,LAYN,-3.0920613,3.037905,layilin [Source:HGNC Symbol;Acc:HGNC:29471]
547,FLT1,-4.444395,2.1121576,fms related receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:3763]
272,RTL9,5.550661,-1.6877265,retrotransposon Gag like 9 [Source:HGNC Symbol;Acc:HGNC:29245]
1306,ZFP42,-2.50964,3.725313,ZFP42 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:30949]
243,PRRT2,-5.734801,1.6254545,proline rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:30500]
660,PMAIP1,-4.0176387,2.3193066,phorbol-12-myristate-13-acetate-induced protein 1 [Source:HGNC Symbol;Acc:HGNC:9108]
1019,C10orf71,3.1120577,-2.9924357,chromosome 10 open reading frame 71 [Source:HGNC Symbol;Acc:HGNC:26973]
646,MIXL1,-4.062487,2.2909935,Mix paired-like homeobox [Source:HGNC Symbol;Acc:HGNC:13363]
318,IGFBP4,-5.347389,1.7355719,insulin like growth factor binding protein 4 [Source:HGNC Symbol;Acc:HGNC:5473]
1151,SPRY4-AS1,2.8336306,-3.2672539,SPRY4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53465]
1630,COL6A3,-1.8907168,4.8809237,collagen type VI alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2213]
900,COLEC11,-3.398949,2.7117715,collectin subfamily member 11 [Source:HGNC Symbol;Acc:HGNC:17213]
402,CDT1,-4.99435,1.8422794,chromatin licensing and DNA replication factor 1 [Source:HGNC Symbol;Acc:HGNC:24576]
358,PEBP4,5.187373,-1.7689217,phosphatidylethanolamine binding protein 4 [Source:HGNC Symbol;Acc:HGNC:28319]
753,HIC1,-3.7700305,2.4286351,HIC ZBTB transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:4909]
390,PLEKHG4,-5.0492644,1.8097684,pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]
668,DAB2,-3.997394,2.2795825,DAB adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:2662]
618,NR4A3,4.106311,-2.217287,nuclear receptor subfamily 4 group A member 3 [Source:HGNC Symbol;Acc:HGNC:7982]
1385,CCR9,2.3797193,-3.822645,C-C motif chemokine receptor 9 [Source:HGNC Symbol;Acc:HGNC:1610]
709,PRTG,-3.8787942,2.3451715,protogenin [Source:HGNC Symbol;Acc:HGNC:26373]
1518,TSHZ3,-2.1101208,4.3075175,teashirt zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:30700]
952,PCDH17,-3.2886484,2.7630906,protocadherin 17 [Source:HGNC Symbol;Acc:HGNC:14267]
389,NRARP,-5.052052,1.794507,NOTCH regulated ankyrin repeat protein [Source:HGNC Symbol;Acc:HGNC:33843]
1359,SHISAL2B,-2.4244163,3.7387574,shisa like 2B [Source:HGNC Symbol;Acc:HGNC:34236]
775,HDAC9,3.7074049,-2.4352672,histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065]
1788,HGF,-1.617181,5.579091,hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]
1071,ACOT11,2.9909735,-3.0157287,acyl-CoA thioesterase 11 [Source:HGNC Symbol;Acc:HGNC:18156]
1178,CYP1A1,-2.7434707,3.273168,cytochrome P450 family 1 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2595]
768,CDH11,-3.722059,2.4104629,cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]
813,RARRES2,-3.616661,2.479864,retinoic acid receptor responder 2 [Source:HGNC Symbol;Acc:HGNC:9868]
1816,FGF17,-1.5615664,5.7383304,fibroblast growth factor 17 [Source:HGNC Symbol;Acc:HGNC:3673]
1015,PTX3,-3.1186552,2.867183,pentraxin 3 [Source:HGNC Symbol;Acc:HGNC:9692]
914,SLC8A1,3.3770287,-2.6439726,solute carrier family 8 member A1 [Source:HGNC Symbol;Acc:HGNC:11068]
903,B4GALNT3,3.396804,-2.6235285,"beta-1,4-N-acetyl-galactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:24137]"
1023,S100A10,-3.1091034,2.865575,S100 calcium binding protein A10 [Source:HGNC Symbol;Acc:HGNC:10487]
1576,BNC1,-1.9899182,4.475039,basonuclin zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:1081]
1628,CXCL1,-1.8982193,4.6848817,C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]
1112,BOC,-2.915391,3.050329,"BOC cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17173]"
1455,PEAR1,-2.2198713,4.0057645,platelet endothelial aggregation receptor 1 [Source:HGNC Symbol;Acc:HGNC:33631]
375,RAD51,-5.11542,1.7361162,RAD51 recombinase [Source:HGNC Symbol;Acc:HGNC:9817]
341,NAV3,5.26416,-1.6856031,neuron navigator 3 [Source:HGNC Symbol;Acc:HGNC:15998]
461,CCKBR,-4.7540803,1.8600569,cholecystokinin B receptor [Source:HGNC Symbol;Acc:HGNC:1571]
621,SNCG,-4.099476,2.1480289,synuclein gamma [Source:HGNC Symbol;Acc:HGNC:11141]
467,FOXL1,-4.734103,1.8587589,forkhead box L1 [Source:HGNC Symbol;Acc:HGNC:3817]
392,PGA5,-5.046553,1.7365899,pepsinogen A5 [Source:HGNC Symbol;Acc:HGNC:8887]
529,SLC8A1-AS1,4.4998055,-1.9462507,SLC8A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44102]
271,OLFML3,-5.5536222,1.5754964,olfactomedin like 3 [Source:HGNC Symbol;Acc:HGNC:24956]
1839,TGFBI,-1.5230653,5.7411103,transforming growth factor beta induced [Source:HGNC Symbol;Acc:HGNC:11771]
1177,PAPPA-AS1,-2.7438493,3.1790547,PAPPA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:35152]
350,LRRC66,5.2038803,-1.6678659,leucine rich repeat containing 66 [Source:HGNC Symbol;Acc:HGNC:34299]
931,CYB5R2,-3.344533,2.5888186,cytochrome b5 reductase 2 [Source:HGNC Symbol;Acc:HGNC:24376]
633,PSRC1,-4.083437,2.1185856,proline and serine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24472]
294,CXorf58,5.46486,-1.5822133,chromosome X open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:26356]
1278,PYCARD,-2.5617898,3.363979,PYD and CARD domain containing [Source:HGNC Symbol;Acc:HGNC:16608]
364,ETV2,-5.1625113,1.6666836,ETS variant transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3491]
575,VTN,-4.3092494,1.9935836,vitronectin [Source:HGNC Symbol;Acc:HGNC:12724]
469,CDC20,-4.724616,1.8172281,cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723]
652,ESRRG,4.049968,-2.118189,estrogen related receptor gamma [Source:HGNC Symbol;Acc:HGNC:3474]
285,TXK,5.497295,-1.5602098,TXK tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12434]
912,GDF3,-3.378629,2.5348995,growth differentiation factor 3 [Source:HGNC Symbol;Acc:HGNC:4218]
665,CALHM2,-4.0128403,2.133487,calcium homeostasis modulator family member 2 [Source:HGNC Symbol;Acc:HGNC:23493]
1765,COX6A2,1.6623157,-5.1417933,cytochrome c oxidase subunit 6A2 [Source:HGNC Symbol;Acc:HGNC:2279]
268,P2RY2,5.560412,-1.5371423,purinergic receptor P2Y2 [Source:HGNC Symbol;Acc:HGNC:8541]
1162,EDN1,-2.7812495,3.0723822,endothelin 1 [Source:HGNC Symbol;Acc:HGNC:3176]
598,CTNND2,4.1782,-2.0425408,catenin delta 2 [Source:HGNC Symbol;Acc:HGNC:2516]
1794,TLR4,-1.5993983,5.3325086,toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850]
477,AURKB,-4.7029877,1.803909,aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]
946,RGS10,-3.3001244,2.5677621,regulator of G protein signaling 10 [Source:HGNC Symbol;Acc:HGNC:9992]
343,FRK,5.2438726,-1.6096486,fyn related Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3955]
373,RAB32,-5.1193976,1.6485357,"RAB32, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9772]"
1669,LMOD2,1.8234954,-4.6239476,leiomodin 2 [Source:HGNC Symbol;Acc:HGNC:6648]
725,ANK2,3.8485653,-2.1871228,ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]
314,TCEAL7,-5.372444,1.5648347,transcription elongation factor A like 7 [Source:HGNC Symbol;Acc:HGNC:28336]
736,POF1B,3.809335,-2.2066891,POF1B actin binding protein [Source:HGNC Symbol;Acc:HGNC:13711]
1677,CYP1B1,-1.8120815,4.636361,cytochrome P450 family 1 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2597]
993,LAMP5,-3.1890512,2.630735,lysosomal associated membrane protein family member 5 [Source:HGNC Symbol;Acc:HGNC:16097]
1180,MALL,-2.7335868,3.0639348,"mal, T cell differentiation protein like [Source:NCBI gene (formerly Entrezgene);Acc:7851]"
1142,ITGA7,2.851088,-2.9320517,integrin subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:6143]
1235,TRIM54,2.6294558,-3.1775033,tripartite motif containing 54 [Source:HGNC Symbol;Acc:HGNC:16008]
1778,CXCL6,-1.6364784,5.100805,C-X-C motif chemokine ligand 6 [Source:HGNC Symbol;Acc:HGNC:10643]
1604,LHX2,-1.9523171,4.2682066,LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:6594]
1746,OR8D4,-1.68955,4.924701,olfactory receptor family 8 subfamily D member 4 [Source:HGNC Symbol;Acc:HGNC:14840]
1059,DKK1,-3.015885,2.7545223,dickkopf WNT signaling pathway inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:2891]
1281,SPTB,2.553,-3.2445238,"spectrin beta, erythrocytic [Source:HGNC Symbol;Acc:HGNC:11274]"
416,ST8SIA5,4.9399447,-1.6721312,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:17827]"
325,HMGA1,-5.3055444,1.5560615,high mobility group AT-hook 1 [Source:HGNC Symbol;Acc:HGNC:5010]
288,KRT8,-5.491097,1.5014857,keratin 8 [Source:HGNC Symbol;Acc:HGNC:6446]
291,LDLRAD4,5.482405,-1.502094,low density lipoprotein receptor class A domain containing 4 [Source:HGNC Symbol;Acc:HGNC:1224]
824,SYNPO2,3.5885503,-2.2901878,synaptopodin 2 [Source:HGNC Symbol;Acc:HGNC:17732]
349,CCDC34,-5.2111583,1.5750698,coiled-coil domain containing 34 [Source:HGNC Symbol;Acc:HGNC:25079]
512,FTL,-4.5718427,1.7943529,ferritin light chain [Source:HGNC Symbol;Acc:HGNC:3999]
825,SLITRK5,-3.5847573,2.2862468,SLIT and NTRK like family member 5 [Source:HGNC Symbol;Acc:HGNC:20295]
1485,CCDC9B,2.17392,-3.7666051,coiled-coil domain containing 9B [Source:HGNC Symbol;Acc:HGNC:33488]
1356,PENK,-2.429058,3.37018,proenkephalin [Source:HGNC Symbol;Acc:HGNC:8831]
1618,GIMAP5,-1.9133192,4.2542133,"GTPase, IMAP family member 5 [Source:HGNC Symbol;Acc:HGNC:18005]"
473,DLGAP5,-4.705401,1.7288064,DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864]
546,EREG,4.445474,-1.8281735,epiregulin [Source:HGNC Symbol;Acc:HGNC:3443]
331,MDFI,-5.292427,1.5350024,MyoD family inhibitor [Source:HGNC Symbol;Acc:HGNC:6967]
740,ITPRIPL1,-3.802624,2.1330223,ITPRIP like 1 [Source:HGNC Symbol;Acc:HGNC:29371]
974,CXCR4,-3.2362578,2.505514,C-X-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:2561]
468,FLT3LG,-4.730238,1.7131076,fms related receptor tyrosine kinase 3 ligand [Source:HGNC Symbol;Acc:HGNC:3766]
1144,CHRM3-AS2,-2.841296,2.80451,CHRM3 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:43725]
584,C1QTNF6,-4.2398124,1.8788942,C1q and TNF related 6 [Source:HGNC Symbol;Acc:HGNC:14343]
1128,RGS16,-2.871923,2.7727392,regulator of G protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997]
855,RGPD1,3.5010312,-2.268753,RANBP2 like and GRIP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32414]
374,TCIRG1,-5.11558,1.5523963,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3 [Source:HGNC Symbol;Acc:HGNC:11647]"
1448,KCNE3,-2.2363522,3.5463893,potassium voltage-gated channel subfamily E regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:6243]
1049,CAPN14,3.0359914,-2.6106339,calpain 14 [Source:HGNC Symbol;Acc:HGNC:16664]
1393,ITLN2,-2.3614476,3.3542805,intelectin 2 [Source:HGNC Symbol;Acc:HGNC:20599]
1419,KLHL38,2.3038628,-3.4366796,kelch like family member 38 [Source:HGNC Symbol;Acc:HGNC:34435]
479,MAF,-4.7002378,1.6778128,MAF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:6776]
1084,PLPP2,-2.965895,2.6536717,phospholipid phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:9230]
1712,SLC26A9,1.7567376,-4.4551473,solute carrier family 26 member 9 [Source:HGNC Symbol;Acc:HGNC:14469]
429,MEIS3,-4.8756948,1.6049608,Meis homeobox 3 [Source:HGNC Symbol;Acc:HGNC:29537]
385,EPS8L1,-5.0631237,1.5411226,EPS8 signaling adaptor L1 [Source:HGNC Symbol;Acc:HGNC:21295]
631,GDF6,-4.0849752,1.9094795,growth differentiation factor 6 [Source:HGNC Symbol;Acc:HGNC:4221]
562,TMEM221,-4.3539925,1.7914557,transmembrane protein 221 [Source:HGNC Symbol;Acc:HGNC:21943]
565,TMSB15B,-4.3298645,1.8010069,thymosin beta 15B [Source:HGNC Symbol;Acc:HGNC:28612]
1748,SYPL2,1.6888995,-4.6097946,synaptophysin like 2 [Source:HGNC Symbol;Acc:HGNC:27638]
1645,INKA1,-1.8697661,4.1509237,inka box actin regulator 1 [Source:HGNC Symbol;Acc:HGNC:32480]
1546,JAML,2.0437136,-3.7857845,junction adhesion molecule like [Source:HGNC Symbol;Acc:HGNC:19084]
645,FRZB,-4.063532,1.9025222,frizzled related protein [Source:HGNC Symbol;Acc:HGNC:3959]
923,CYYR1,-3.3570588,2.2997067,cysteine and tyrosine rich 1 [Source:HGNC Symbol;Acc:HGNC:16274]
398,NCAPG,-5.019375,1.5366011,non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304]
1156,ITLN1,-2.8186347,2.7360175,intelectin 1 [Source:HGNC Symbol;Acc:HGNC:18259]
834,CTHRC1,-3.561566,2.1631486,collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]
412,SLC28A1,4.9544287,-1.5535442,solute carrier family 28 member 1 [Source:HGNC Symbol;Acc:HGNC:11001]
542,MYRF,-4.4571724,1.7239658,myelin regulatory factor [Source:HGNC Symbol;Acc:HGNC:1181]
1531,ERP27,-2.0772214,3.6932971,endoplasmic reticulum protein 27 [Source:HGNC Symbol;Acc:HGNC:26495]
806,ADGRA2,-3.6368797,2.106861,adhesion G protein-coupled receptor A2 [Source:HGNC Symbol;Acc:HGNC:17849]
1583,PLAT,-1.9831797,3.8556788,"plasminogen activator, tissue type [Source:HGNC Symbol;Acc:HGNC:9051]"
567,TMEM54,-4.3245554,1.7621771,transmembrane protein 54 [Source:HGNC Symbol;Acc:HGNC:24143]
1200,GLRB,2.6936576,-2.8248167,glycine receptor beta [Source:HGNC Symbol;Acc:HGNC:4329]
890,CCL21,-3.4123404,2.228276,C-C motif chemokine ligand 21 [Source:HGNC Symbol;Acc:HGNC:10620]
1285,WNK2,2.544224,-2.9746735,WNK lysine deficient protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14542]
780,LIF,-3.6938038,2.0371158,LIF interleukin 6 family cytokine [Source:HGNC Symbol;Acc:HGNC:6596]
409,TBC1D8,4.975222,-1.5122044,TBC1 domain family member 8 [Source:HGNC Symbol;Acc:HGNC:17791]
1044,GAS6-AS1,3.0571387,-2.4527137,GAS6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39826]
1609,LRRC52-AS1,1.9424694,-3.8480234,LRRC52 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54044]
1302,FHOD3,2.5126317,-2.9619834,formin homology 2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26178]
535,KCNG1,-4.479281,1.6612669,potassium voltage-gated channel modifier subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:6248]
1515,PGM5,2.1202672,-3.4989865,phosphoglucomutase 5 [Source:HGNC Symbol;Acc:HGNC:8908]
1703,CCL2,-1.770225,4.1883736,C-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:10618]
1137,BIN1,-2.8633997,2.5827415,bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]
1215,CBLN2,-2.6597435,2.777173,cerebellin 2 precursor [Source:HGNC Symbol;Acc:HGNC:1544]
434,CDC42EP2,-4.858871,1.5197915,CDC42 effector protein 2 [Source:HGNC Symbol;Acc:HGNC:16263]
1155,GRID1,2.8198175,-2.615842,glutamate ionotropic receptor delta type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4575]
445,GPT,4.819992,-1.5299902,glutamic--pyruvic transaminase [Source:HGNC Symbol;Acc:HGNC:4552]
1268,LFNG,-2.5731142,2.8612294,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:6560]
480,FGF8,-4.69443,1.5676003,fibroblast growth factor 8 [Source:HGNC Symbol;Acc:HGNC:3686]
552,LEF1,-4.419276,1.6625397,lymphoid enhancer binding factor 1 [Source:HGNC Symbol;Acc:HGNC:6551]
1743,ACTG2,-1.6919512,4.3038325,"actin gamma 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:145]"
1078,ABRA,2.9789188,-2.4394348,actin binding Rho activating protein [Source:HGNC Symbol;Acc:HGNC:30655]
1324,CAPG,-2.479205,2.9300954,"capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]"
