"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ZNF66",0,-1.36610060141391,0.017,0.107,0
"ZNF740",0,-0.960602364917473,0.021,0.111,0
"KIAA1522",0,-1.64083851993127,0.012,0.102,0
"FAM214B",0,-0.673017204412753,0.02,0.11,0
"EPOR",0,-0.713434168753177,0.028,0.117,0
"LRRC8D",0,-1.89746189783015,0.012,0.101,0
"NR3C2",0,4.9173280049665,0.101,0.012,0
"ZNF606",0,-0.917433042657227,0.027,0.116,0
"BLM",0,-0.665955663969759,0.019,0.108,0
"CTNND2",0,3.42096244766193,0.142,0.053,0
"ETV3",0,-0.869307914531951,0.03,0.119,0
"RWDD2A",0,-0.896053198908644,0.022,0.111,0
"SNN",0,-0.681806260988111,0.024,0.113,0
"TMEM91",0,-1.27970297644094,0.014,0.103,0
"ZNF703",0,-0.607237762030367,0.032,0.121,0
"C5orf38",0,-0.57967200059996,0.023,0.112,0
"DNAJA4",0,3.68957882682889,0.129,0.041,0
"DNMT3B",0,-1.51787954175956,0.018,0.106,0
"HSD17B7",0,-0.988366569340345,0.025,0.113,0
"IPO4",0,-0.69768851645437,0.023,0.111,0
"PAPSS2",0,-0.58578123485005,0.015,0.103,0
"RILPL2",0,-0.812794641074172,0.016,0.104,0
"SLC16A2",0,-1.16306700515658,0.021,0.109,0
"TMEM138",0,-0.773982280549657,0.018,0.106,0
"ZNF154",0,-1.13414365083122,0.025,0.113,0
"EXOC3-AS1",0,-1.09114498579487,0.016,0.104,0
"TRIM52",0,-0.943918922871321,0.03,0.117,0
"MCF2L2",0,-0.729150755507967,0.015,0.102,0
"OTUD3",0,-0.934087752094408,0.022,0.109,0
"GVQW3",0,-0.787850490342911,0.026,0.112,0
"KLHL36",0,-0.786033013169389,0.027,0.113,0
"TRAM2-AS1",0,-1.56665958473469,0.014,0.1,0
"CHMP4C",0,-1.09630188543042,0.019,0.105,0
"TRIM11",0,-0.532841809914081,0.024,0.11,0
"TWIST1",0,-1.13119360284751,0.016,0.102,0
"ZSCAN29",0,-1.33932799103468,0.015,0.1,0
"CEP76",0,-0.717977518387516,0.023,0.108,0
"RFWD3",0,-0.282388875145128,0.023,0.108,0
"SCAMP1-AS1",0,-0.747238044332994,0.023,0.108,0
"SIRT7",0,-0.489378264971568,0.024,0.108,0
"TGFBRAP1",0,-0.900253018137142,0.023,0.107,0
"CACNB2",0,3.55995249667885,0.359,0.275,0
"CD36",0,3.88059111771578,0.109,0.026,0
"FGF1",0,3.82681247902531,0.111,0.028,0
"MBOAT1",0,3.81837378666459,0.113,0.03,0
"LIMK1",0,-0.736765694238054,0.019,0.102,0
"OGFRL1",0,-0.736038560817982,0.023,0.106,0
"PDP2",0,-1.78704925801898,0.019,0.102,0
"POLR1B",0,-0.95280101881094,0.02,0.103,0
"SKA1",0,-0.666903984546518,0.021,0.104,0
"TMEM243",0,-0.266904559321098,0.021,0.104,0
"RPL23A",0,0.742618234713663,0.895,0.978,0
"ADGRG6",0,-0.547028354687586,0.018,0.1,0
"NBPF14",0,-1.29714001255059,0.02,0.102,0
"IPO9-AS1",0,5.3959113212509,0.1,0.019,0
"AL161772.1",0,-0.939485084846166,0.022,0.103,0
"NR4A3",0,3.6801598894301,0.103,0.024,0
"HSPB1",0,1.05366510618901,0.841,0.917,0
"AUTS2",0,3.46937098777175,0.32,0.244,0
"SMPX",0,1.09860088443198,0.658,0.583,0
"MTUS2",0,2.3564269904825,0.465,0.392,0
"CTNNA3",0,3.67039984108737,0.411,0.338,0
"PPDPF",0,2.01416254738249,0.725,0.795,0
"RPS19",0,-0.472969192291301,0.922,0.992,0
"MLF1",0,2.01912303172504,0.568,0.5,0
"TNNT2",0,0.461017867033585,0.967,0.904,0
"SLC8A1",0,3.34422164883927,0.619,0.674,0
"RPS8",0,-0.373748765082075,0.943,0.994,0
"MPC1",0,1.97551602361277,0.438,0.388,0
"MYBPC3",0,1.73520399504104,0.573,0.523,0
"RPS10",0,1.99841315746076,0.777,0.824,0
"ACTN2",0,0.942495640355478,0.624,0.579,0
"FTH1",0,1.17699459470874,0.936,0.98,0
"RPL34",0,0.462198879207699,0.949,0.99,0
"MYL9",0,1.50936179283338,0.905,0.87,0
"RPS4X",0,0.822893543755328,0.947,0.982,0
"RPL32",0,0.545079373751451,0.957,0.991,0
"RPS27",0,0.335023176716229,0.963,0.994,0
"GAPDH",0,0.719384581946143,0.968,0.994,0
"TMSB10",0,1.03344062486769,0.91,0.935,0
"SORBS2",0,2.25416691888514,0.631,0.61,0
"PAM",0,3.54991824393217,0.534,0.514,0
"MYL7",0,1.00606804848832,0.992,0.973,0
"SLC25A4",0,1.13578418689745,0.694,0.71,0
"TNNI1",0,0.454303652973674,0.911,0.897,0
"CRIP2",0,1.3988446815145,0.669,0.656,0
"RPL10",0,0.652333450422736,0.981,0.992,0
"HECTD4",2.96439387504748e-323,0.298824253413459,0.122,0.265,2.13089524920038e-318
"KIAA1549",2.96439387504748e-323,-0.358537132446712,0.048,0.147,2.13089524920038e-318
"PITRM1",4.94065645841247e-323,-0.403517242554967,0.06,0.165,3.55149208200063e-318
"PCBP4",5.92878775009496e-323,0.410380402088851,0.1,0.233,4.26179049840076e-318
"KHNYN",5.92878775009496e-323,-0.650993251483453,0.032,0.121,4.26179049840076e-318
"ASAP1",1.28457067918724e-322,0.823496779725925,0.266,0.529,9.23387941320164e-318
"ZNF704",3.55727265005698e-322,0.449479281778491,0.177,0.351,2.55707429904046e-317
"HTRA2",3.55727265005698e-322,0.25986120743478,0.08,0.201,2.55707429904046e-317
"TMEM126A",3.85371203756172e-322,0.533397545253172,0.173,0.346,2.77016382396049e-317
"MAP3K12",1.2302234581447e-320,-0.598214200115145,0.022,0.103,8.84321528418158e-316
"STK11",1.41994466614774e-320,0.371334577758674,0.127,0.269,1.02069882436698e-315
"MOK",2.82012670646184e-320,-0.464914878121086,0.071,0.182,2.02719168040596e-315
"RALB",5.24302463366731e-320,0.260072812185386,0.099,0.23,3.76884339741907e-315
"ZFP82",6.43767536531144e-320,-0.588446932304921,0.034,0.123,4.62759418284682e-315
"SOX5",1.86638238372989e-319,3.57780560956848,0.197,0.102,1.34161164889656e-314
"COL4A5",1.98288306301926e-319,0.651152228166905,0.184,0.375,1.42535583219013e-314
"ASCC1",1.99651927484448e-319,0.322081307368412,0.112,0.247,1.43515795033646e-314
"PRICKLE1",4.81447209246461e-319,0.779728074788005,0.275,0.527,3.46078697422634e-314
"PGAM5",5.16091092332849e-319,-0.682976589446714,0.023,0.106,3.70981759901622e-314
"ANTXR1",5.36831968145265e-319,0.773487195041489,0.112,0.253,3.85890923661861e-314
"KIAA1671",7.63993470790153e-319,-0.272596058375776,0.068,0.178,5.49181426608086e-314
"OLA1",1.0065204150207e-318,0.462083981951982,0.341,0.62,7.23517069929333e-314
"C1GALT1C1",1.26192270998188e-318,-0.450967957416658,0.035,0.126,9.07107901616274e-314
"SERPINI1",1.51173218183213e-318,-1.39418864133033,0.028,0.112,1.08667844426639e-313
"TIGD5",2.95821805447446e-318,-0.814768564745044,0.028,0.113,2.12645588409788e-313
"ATG5",6.55667601676877e-318,0.258032801784982,0.115,0.251,4.71313542113389e-313
"NIN",6.65082516624027e-318,0.465505889728945,0.156,0.323,4.7808126542485e-313
"SH3BGRL2",6.94053537964866e-318,-1.01493289681485,0.026,0.11,4.98906504695285e-313
"RPL8",9.72142339251779e-318,0.398929204350432,0.945,0.989,6.98805077724356e-313
"NUDT22",1.62224083296873e-317,0.356630557182712,0.127,0.272,1.16611537796291e-312
"ZNF496",1.90941945400783e-317,-0.3151446684109,0.05,0.15,1.37254798612445e-312
"NEURL1B",2.66441697751851e-317,0.317555564797972,0.046,0.144,1.91526285594963e-312
"XPR1",2.83286865946808e-317,0.366570565267873,0.146,0.304,2.03635097848544e-312
"GPR155",8.10308172562603e-317,-0.969142279433223,0.039,0.131,5.82473823683176e-312
"SNAPIN",8.12593621427136e-317,0.556839008818912,0.144,0.3,5.84116672890468e-312
"UBL4A",2.8841597880517e-316,0.345609534555692,0.087,0.21,2.07322058044521e-311
"FRZB",5.53661089088045e-316,-0.411461102678999,0.035,0.126,3.9798820066916e-311
"VCPIP1",1.93769795341421e-315,-0.67028955164653,0.041,0.134,1.39287541985274e-310
"PRKRA",2.35062829699641e-315,0.578053605225357,0.167,0.335,1.68970213872993e-310
"ANXA1",2.64338955351282e-315,-0.453965421474194,0.051,0.153,1.90014771275162e-310
"INPPL1",1.06928064022785e-314,0.292740946004258,0.096,0.221,7.68631002614983e-310
"AC016747.1",1.54052111923172e-314,-0.880808779124084,0.021,0.101,1.10737279613734e-309
"TPD52L2",2.63200482551524e-314,0.62291823546463,0.178,0.349,1.89196402872512e-309
"TAF8",8.92890560391169e-314,-0.343493664633074,0.046,0.144,6.41836521525984e-309
"PYGO1",1.22042233109407e-313,-0.714230018283521,0.036,0.125,8.77276184260349e-309
"IKZF4",1.75217210562147e-313,-0.977390874149578,0.029,0.114,1.25951387468388e-308
"ACTA2",1.92450099786478e-313,-0.437204481823379,0.381,0.593,1.38338905229514e-308
"NFIB",2.39509463891176e-313,2.58569222421963,0.358,0.293,1.72166587928894e-308
"STN1",3.58491077803526e-313,0.256413394874756,0.091,0.216,2.57694141457508e-308
"TLNRD1",6.51606676827626e-313,0.376054215601136,0.064,0.173,4.68394427504002e-308
"RPL27",1.08253678787521e-312,0.492010704549712,0.825,0.969,7.78159919228335e-308
"SPINDOC",1.28707631575854e-312,-0.328146756561758,0.042,0.136,9.25189068056711e-308
"NF1",1.29323976193375e-312,0.859345877934415,0.208,0.418,9.29619538070834e-308
"HSPA1B",1.88477391175477e-312,2.77960287775357,0.234,0.132,1.35483203098668e-307
"TCEANC2",2.1517430671819e-312,-0.759715290758575,0.021,0.1,1.54673746898236e-307
"USP42",3.08848844579252e-312,-0.333345004587553,0.055,0.156,2.22009814948904e-307
"USP38",3.92543627404025e-312,-0.540215992508434,0.047,0.143,2.82172135686835e-307
"MDH1",4.50876713898243e-312,0.94412818769614,0.679,0.816,3.24103708251474e-307
"ZNF561-AS1",4.6206329323223e-312,-0.336081438931195,0.034,0.124,3.32144957074124e-307
"JMJD4",6.72150277449931e-312,-0.26689168403393,0.033,0.121,4.83161783939334e-307
"VPS52",9.42411539572076e-312,-0.363322100722104,0.036,0.125,6.77433686990596e-307
"EMG1",1.15695741393084e-311,0.351299111833553,0.101,0.23,8.31655697855902e-307
"ENOSF1",1.98889149843304e-311,0.370279017779443,0.16,0.32,1.42967487581862e-306
"SLC25A26",2.23083157209343e-311,0.273325325506268,0.094,0.219,1.60358865896792e-306
"TMEM69",3.38928714033848e-311,0.299011612420801,0.078,0.195,2.43632127508951e-306
"KDM6A",6.75579829264386e-311,0.622706282057917,0.176,0.357,4.85627048670119e-306
"ALG12",1.53438411868571e-310,-0.442364006483576,0.026,0.109,1.10296133603485e-305
"CSGALNACT2",1.77038858126762e-310,-0.392285218391068,0.041,0.133,1.27260842387261e-305
"COLGALT1",4.05235991271652e-310,0.3002814522114,0.063,0.169,2.91295787605802e-305
"CXorf56",6.38944489013902e-310,-0.875806436571269,0.022,0.101,4.59292467037863e-305
"CORO1C",1.24783985322627e-309,0.588720549515318,0.159,0.327,8.96984721694637e-305
"HCG11",2.58360206877571e-309,-0.562482779701447,0.03,0.115,1.85717067509804e-304
"BANF1",2.91583239178408e-309,0.380347866770072,0.421,0.736,2.09598779818615e-304
"CARHSP1",8.48462080064176e-309,0.495495545434801,0.324,0.578,6.09899997012532e-304
"ZSCAN21",1.00609562478036e-308,-0.743440101378483,0.023,0.102,7.23211717960865e-304
"PPP2R3C",1.19220517841118e-308,0.442540738652106,0.147,0.3,8.56992848397312e-304
"DMTF1",1.39279390596176e-308,0.359674335454261,0.115,0.248,1.00118204342249e-303
"AFF1",5.34009647817281e-308,0.641389153961624,0.171,0.35,3.83862155140496e-303
"SEC61A2",5.55880023244515e-308,-0.320422476878707,0.055,0.155,3.99583237108855e-303
"OCRL",6.07881231749101e-308,-0.676131460438946,0.031,0.116,4.36963265818206e-303
"KCTD3",1.85812849704326e-307,0.259578303161924,0.119,0.254,1.3356785075296e-302
"ABCB7",1.86874981605506e-307,0.33922080487987,0.122,0.258,1.34331343027486e-302
"C9orf40",3.23774994730279e-307,-0.54345481883568,0.025,0.106,2.32739179461966e-302
"EDA",7.38800405779882e-307,4.21121835649771,0.107,0.033,5.31071895686753e-302
"ENOPH1",4.82825378349442e-306,0.367887635889924,0.09,0.213,3.47069366718929e-301
"DDX59",7.20764019264609e-306,-0.533769215517335,0.031,0.116,5.18106799967979e-301
"PPIH",9.92622409967027e-306,0.48789951210753,0.117,0.255,7.13526766956598e-301
"ARHGEF12",1.35607520190044e-305,0.611874059582425,0.181,0.364,9.74787537382096e-301
"HK2",1.72291156851444e-305,-0.297350279279866,0.104,0.229,1.23848052279524e-300
"PIP5K1A",2.45769105015005e-305,0.258231409983728,0.117,0.253,1.76666205757936e-300
"SLC26A11",2.52259965780558e-305,-0.878394281554697,0.027,0.109,1.81332031202038e-300
"MBD3",4.28511532840525e-305,0.533262316910651,0.118,0.253,3.08026945151755e-300
"UBR2",7.24473448923693e-305,0.52459296896278,0.139,0.291,5.20773249289818e-300
"ASF1A",7.47539574797598e-305,0.261837557489404,0.084,0.203,5.37353872551757e-300
"PCNA",7.59657502690731e-305,0.507233308728812,0.125,0.267,5.46064602659178e-300
"ARID1B",1.08329735877163e-304,0.980903322314494,0.26,0.529,7.78706640405811e-300
"AK6",2.67771640175686e-304,0.42666110715221,0.129,0.271,1.92482288107489e-299
"ZNF776",3.14642354348577e-304,-0.500448405140919,0.025,0.106,2.26174363576388e-299
"ZNF598",4.40612815708772e-304,-0.287774831056156,0.031,0.117,3.16725710315936e-299
"JARID2",5.07942616285847e-304,0.378702498829925,0.139,0.293,3.65124390864756e-299
"COPS3",5.4079803722659e-304,0.545235873035309,0.209,0.395,3.88741853099589e-299
"SLC37A4",7.55019826566686e-304,-0.761048646349143,0.022,0.1,5.42730901930931e-299
"NDFIP1",1.4118682625281e-303,0.526523362355857,0.292,0.527,1.01489326315307e-298
"NOTCH2",1.47165686365191e-303,0.503136261734169,0.137,0.281,1.0578711032989e-298
"KLHDC2",1.63078539756958e-303,0.518139178796083,0.256,0.467,1.17225746733494e-298
"PGM1",2.48465921311323e-303,0.319199414785755,0.295,0.52,1.78604758216218e-298
"RTL6",2.69625129973684e-303,-0.482642158654073,0.041,0.133,1.93814632178984e-298
"CZIB",2.75617751060806e-303,0.563914023907821,0.137,0.284,1.98122307995039e-298
"ZNF394",1.00656909443748e-302,-0.362842157635668,0.037,0.127,7.23552062154494e-298
"NAPA",1.2117104184537e-302,0.475741522757463,0.142,0.291,8.71013800097071e-298
"CYLD",1.60916191949888e-302,-0.412875846350718,0.054,0.153,1.15671386259338e-297
"GET3",2.41397421412797e-301,0.486346931406479,0.129,0.27,1.73523708434161e-296
"POLR2F",2.80367546605284e-301,0.520630480113307,0.307,0.548,2.01536603526276e-296
"SDCBP",7.25025221444755e-301,0.578947042336627,0.287,0.521,5.21169879931133e-296
"AK3",2.85868270655882e-300,0.441891462973839,0.232,0.424,2.05490688995568e-295
"GZF1",4.15186307797303e-300,-0.62501621554189,0.036,0.123,2.98448373633935e-295
"PLXNB2",5.69582158566103e-300,0.510618132969612,0.133,0.273,4.09432743042072e-295
"ATP2C1",1.69413490181639e-299,0.577637825706183,0.136,0.283,1.21779499147267e-294
"SESTD1",2.23848359175305e-299,0.361943831629262,0.127,0.265,1.60908916025984e-294
"CHPF2",5.00462414761801e-299,-0.462782657307159,0.024,0.102,3.59747397603225e-294
"HNRNPA0",5.03341881017006e-299,0.531286774063242,0.367,0.647,3.61817244331455e-294
"GLUL",2.21960708816072e-298,0.376450383521289,0.232,0.426,1.59552016318257e-293
"MIB2",2.34254361167169e-298,0.412332846104239,0.103,0.229,1.68389062437796e-293
"ERBIN",2.55333521715587e-298,0.57712591183601,0.187,0.372,1.83541395414816e-293
"RPLP1",4.12855992624375e-298,0.356671417764733,0.987,0.996,2.96773273178179e-293
"FDX1",7.58729633515776e-298,0.533472988552745,0.182,0.351,5.45397622460145e-293
"TMEM161B",9.97467855003257e-298,-0.331588878259623,0.056,0.154,7.17009818211991e-293
"RIMKLB",1.11524151493776e-297,0.363700186859849,0.113,0.242,8.01669058182708e-293
"GREB1",1.29600981636219e-297,-0.492723214050483,0.047,0.14,9.31610736295636e-293
"STX7",1.29767059307879e-297,0.383296644740755,0.157,0.311,9.32804552422829e-293
"ZNF682",1.32192832402747e-297,-0.267617295230415,0.037,0.125,9.50241737160664e-293
"ADM",4.30539584376419e-297,-0.370116058904903,0.057,0.157,3.09484769437302e-292
"DCTN6",5.11365648923434e-297,0.525589855802115,0.184,0.354,3.67584969415632e-292
"EHD4",5.50108985119125e-297,0.321840920556529,0.199,0.373,3.9543484177318e-292
"IER2",6.93510452701184e-297,0.539477592995674,0.208,0.394,4.98516118715192e-292
"DNAJB1",8.19388406934768e-297,0.898405487561931,0.147,0.304,5.89000968556919e-292
"PVR",1.21580998117703e-296,-1.28316867063459,0.027,0.107,8.73960688769481e-292
"RPS15A",3.59252364424911e-296,0.430397140493023,0.922,0.987,2.58241377119559e-291
"ILKAP",3.67080040871907e-296,0.487360011454474,0.123,0.259,2.63868145779953e-291
"CYSTM1",9.10233301765748e-296,0.464722026870997,0.188,0.361,6.54303004308272e-291
"PPRC1",9.10272602351889e-296,-0.57245709705927,0.035,0.121,6.54331254748608e-291
"FOXJ2",1.08964322006538e-295,-0.35015389753133,0.044,0.135,7.83268235879594e-291
"CABIN1",1.54834318521713e-295,0.465979974402698,0.134,0.274,1.11299553182963e-290
"CHMP1A",1.72939783934704e-295,0.565233500227537,0.109,0.239,1.24314304885784e-290
"AKT1",1.9904201478685e-295,0.60773795909355,0.159,0.316,1.43077371489231e-290
"MIR99AHG",2.19176699071358e-295,2.95745462464251,0.247,0.153,1.57550786593464e-290
"NCKIPSD",2.99466448039384e-295,-0.330210858691247,0.043,0.134,2.1526546684415e-290
"CMYA5",3.10946564518539e-295,0.367780500655571,0.287,0.529,2.23517718972861e-290
"SCCPDH",3.19797722724422e-295,0.525582744089985,0.201,0.377,2.29880197025997e-290
"PCGF3",3.4350609227041e-295,0.278284641975062,0.084,0.198,2.46922484306739e-290
"SMIM4",3.45177603203445e-295,0.550252447356409,0.214,0.401,2.48124016510732e-290
"YBX1",7.56327071725097e-295,0.853896590836971,0.817,0.971,5.43670588968152e-290
"BLOC1S1",1.20727078931293e-294,0.487847391611998,0.334,0.591,8.67822461481814e-290
"THAP4",1.24348364052717e-294,0.386022101943876,0.133,0.274,8.93853345320147e-290
"CMPK1",1.27591121604428e-294,0.591184606298113,0.165,0.323,9.17163259429112e-290
"RASSF4",2.36671650016227e-294,0.385355461925389,0.12,0.252,1.70126682181164e-289
"EIF3H",5.44738539152778e-294,0.329983446585314,0.461,0.797,3.91574404099191e-289
"SNX14",2.26544305946734e-293,0.46286731220919,0.123,0.26,1.62846843443691e-288
"ABI1",3.39532475202649e-293,0.396628788285567,0.128,0.267,2.44066129149921e-288
"UGGT2",3.68708507026523e-293,0.719363229084435,0.111,0.242,2.65038736105875e-288
"CCM2",7.36107681050487e-293,0.397060331451957,0.079,0.192,5.29136284369522e-288
"ATP5MC3",1.05588399801197e-292,0.633198016071936,0.776,0.938,7.59001094290947e-288
"ASPG",1.1065267372431e-292,3.45465935343106,0.115,0.038,7.95404614532459e-288
"ZFP36L2",1.35881896575204e-292,0.297880342422601,0.218,0.402,9.76759837151542e-288
"FBXO11",1.85490287159631e-292,0.675261017775141,0.177,0.352,1.33335983118957e-287
"EIF1AD",2.16883092928731e-292,-0.301514013560367,0.028,0.108,1.5590207368996e-287
"DLG1",2.81787420407755e-292,0.757244472848164,0.183,0.363,2.02557251411706e-287
"ALKBH5",3.74131318056875e-292,0.451518927841198,0.222,0.409,2.68936815358823e-287
"KDM1B",4.04991913225652e-292,-0.653365390088774,0.03,0.112,2.91120336983995e-287
"POMGNT1",4.82219583425011e-292,0.419474439676925,0.1,0.222,3.46633903153401e-287
"ANAPC15",1.57339045872792e-291,0.55217396019087,0.16,0.317,1.13100026344739e-286
"TMEM68",2.15945887307895e-291,-0.332197325749384,0.044,0.134,1.55228382173534e-286
"ELF1",2.30907960813626e-291,0.30371187199841,0.101,0.225,1.65983569471659e-286
"CLTB",4.06995187066819e-291,0.436478025538738,0.339,0.587,2.92560350319241e-286
"VPS29",4.23568562105567e-291,0.557377564829157,0.277,0.494,3.04473789498345e-286
"PLEC",1.38223237303924e-290,0.356258207674638,0.117,0.247,9.93590096711794e-286
"GINS2",1.42295226323944e-290,0.361999579326852,0.087,0.208,1.02286077538441e-285
"STON1",1.43454649813641e-290,-0.626831052356813,0.033,0.117,1.03119505925539e-285
"GNPAT",2.0151038588285e-290,0.444061551390471,0.141,0.284,1.44851710684169e-285
"WDR41",2.46226427389167e-290,0.458124025307619,0.148,0.295,1.76994942800155e-285
"DNAJC4",2.60517733132189e-290,0.608399046335646,0.187,0.358,1.87267962107411e-285
"SDHAF4",3.03055162389961e-290,-0.289023985897245,0.037,0.123,2.17845142380776e-285
"SFT2D3",3.05733508558192e-290,-0.711952225008605,0.027,0.106,2.19770417956885e-285
"MMP14",4.10788846446276e-290,0.741091323768981,0.024,0.103,2.95287346490977e-285
"CTSA",4.53340244156218e-290,0.425548331994303,0.094,0.212,3.25874567706814e-285
"PSKH1",4.89160298060322e-290,-0.429827443690676,0.032,0.115,3.51623097054702e-285
"ZNF614",4.97758211354038e-290,-1.03072590181521,0.024,0.101,3.57803535067623e-285
"NSUN4",6.9646388156221e-290,-0.695138548773468,0.03,0.111,5.00639131983364e-285
"PPP1R13B",1.90024620731257e-289,0.419337093108756,0.155,0.31,1.3659539812025e-284
"ADAMTSL1",3.81924435045831e-289,3.79940655131519,0.111,0.037,2.74538741643995e-284
"ATF7",5.4047189343628e-289,0.269546918963538,0.079,0.19,3.88507411158801e-284
"ETFA",6.86158366300109e-289,0.423473585631447,0.317,0.561,4.93231218447507e-284
"SGK3",8.39089871634573e-289,-0.589022312103342,0.025,0.103,6.0316297242708e-284
"BET1",1.0067676719329e-288,0.408983002944882,0.094,0.215,7.23694805615527e-284
"AP3S1",1.2915261832366e-288,0.666019261692495,0.169,0.329,9.28387766295964e-284
"AFF3",2.14920916396863e-288,3.42660826659163,0.242,0.155,1.54491602333557e-283
"MRPL15",2.15048069062531e-288,0.546050584167892,0.295,0.529,1.54583003484219e-283
"KNSTRN",2.23567608735112e-288,0.380255962847863,0.069,0.178,1.60707104187061e-283
"FNIP2",4.09119210904892e-288,0.789200279644424,0.168,0.344,2.94087162374763e-283
"PPM1B",5.10292779879594e-288,0.325386113777714,0.126,0.26,3.66813758960849e-283
"ZNF711",1.06188239251334e-287,0.251336927839506,0.11,0.237,7.63312920210361e-283
"BAHCC1",1.19959777416234e-287,-0.709592531859924,0.03,0.11,8.62306868001116e-283
"PPP2R1B",2.02962875737861e-287,-0.702268481581079,0.034,0.118,1.45895803966647e-282
"SPON1",2.03830693629308e-287,0.362248682122492,0.035,0.122,1.46519617501555e-282
"SUN1",2.41481443951823e-287,0.53757809064595,0.215,0.403,1.73584106355889e-282
"NCDN",3.21958119928033e-287,-0.627229791599973,0.027,0.106,2.31433155347868e-282
"IKBKB",3.81884137366099e-287,-0.409670876220572,0.034,0.117,2.74509774462873e-282
"RNF130",4.28060410715637e-287,0.519552622447212,0.134,0.274,3.07702665034721e-282
"FKBP5",5.07060684384279e-287,0.383170617304388,0.139,0.283,3.64490431755951e-282
"STRAP",7.22000151788363e-287,0.452971311004534,0.374,0.655,5.18995369110029e-282
"TUBB4B",1.40314955654871e-286,0.51464239298438,0.387,0.648,1.00862599573391e-281
"MOB2",2.03566825045372e-286,0.365641915203486,0.1,0.222,1.46329940847365e-281
"COPS8",2.89422504228357e-286,0.671141697968835,0.216,0.402,2.0804557871447e-281
"ERBB2",7.43102495898564e-286,0.520035161837965,0.192,0.36,5.34164367126765e-281
"NIPAL3",1.07147571634324e-285,-0.732613308137267,0.034,0.116,7.70208889179009e-281
"GYG2",2.06405569759659e-285,-0.697637473240884,0.026,0.104,1.48370515710336e-280
"DPP7",2.18581215796021e-285,0.470599229485105,0.15,0.293,1.57122735350653e-280
"AP3S2",2.71124767783055e-285,0.411289517380649,0.111,0.238,1.94892616825494e-280
"ATAD3A",3.26308583948283e-285,0.471108152545178,0.079,0.191,2.34560399399544e-280
"NDUFA5",1.59372194215152e-284,0.363077877005549,0.421,0.729,1.14561514367677e-279
"DNAJC15",1.81012338761231e-284,0.287337519330729,0.335,0.566,1.30117099471736e-279
"CLCN4",2.43803879946272e-284,-0.673122763386413,0.033,0.115,1.75253543021779e-279
"CREBL2",3.14295382329196e-284,-0.365902822887773,0.036,0.12,2.25924949679696e-279
"NADSYN1",3.7310780559194e-284,-0.273632029613732,0.027,0.105,2.68201083893654e-279
"IQCE",5.08083611478949e-284,-0.58533946052999,0.035,0.117,3.65225742439413e-279
"ZNF701",5.09586927186643e-284,-0.746666979525672,0.025,0.1,3.66306370869575e-279
"VANGL2",6.07543423147146e-284,-0.910667178772338,0.027,0.105,4.36720438860863e-279
"NUDT11",1.23366370614608e-283,-0.259111284763648,0.025,0.101,8.8679448188899e-279
"VAMP2",1.48949637674558e-283,0.471870517513963,0.281,0.495,1.07069468049603e-278
"SGTA",2.03119046505559e-283,0.545880495071394,0.142,0.284,1.46008064199591e-278
"PTAR1",2.04144117082825e-283,0.291584469453917,0.119,0.249,1.46744915682647e-278
"COX20",2.7098882636689e-283,0.386530582439235,0.359,0.619,1.94794898057312e-278
"ZFP30",3.50074832343039e-283,-0.572288540892937,0.031,0.111,2.51644291733147e-278
"BIRC5",3.64846659788113e-283,0.287190661681797,0.13,0.272,2.62262724455489e-278
"ANAPC11",3.71763312237679e-283,0.303920324528128,0.462,0.78,2.6723462173581e-278
"HSPBP1",6.01869934177166e-283,0.445179284058831,0.102,0.225,4.32642164784573e-278
"MAD2L1",9.23622752962876e-283,0.597750822726196,0.104,0.234,6.63927743512304e-278
"PLXND1",1.03100132715739e-282,0.571265919673619,0.029,0.11,7.4111468400055e-278
"SYNGAP1",2.37574887461354e-282,-0.401784118628973,0.049,0.14,1.70775956353845e-277
"BAG1",3.64953944545018e-282,0.494522216234134,0.337,0.592,2.62339843957295e-277
"NENF",6.72260368789283e-282,0.676020393077027,0.166,0.324,4.83240920896801e-277
"DAAM1",6.73355789815121e-282,0.548102718842329,0.354,0.656,4.84028342392803e-277
"FAM171A2",8.46935419392559e-282,-0.438353287024981,0.033,0.114,6.08802587521953e-277
"SYTL1",1.11678480989404e-281,-0.315180995027295,0.03,0.11,8.02778424896136e-277
"FH",1.1594713072731e-281,0.501816381839066,0.259,0.468,8.33462759807121e-277
"ATG4B",1.26986264356654e-281,0.625416456825611,0.123,0.255,9.12815364074938e-277
"WRN",1.8401667117e-281,0.410890858023001,0.099,0.219,1.32276703737131e-276
"UNC5C",3.32313294828621e-281,0.690612402845825,0.033,0.118,2.38876765721658e-276
"UBE2N",5.30240890361494e-281,0.580270304148994,0.251,0.452,3.81153059218553e-276
"KIAA1958",5.73402257336999e-281,0.331323108382451,0.118,0.248,4.12178744641555e-276
"EIF2D",8.82070074108225e-281,0.260552598230472,0.073,0.18,6.34058431371216e-276
"ARID2",9.27759233790267e-281,0.595367622771066,0.15,0.302,6.66901170025457e-276
"COPS7A",1.46137193031241e-280,0.524067852226745,0.114,0.242,1.05047798466647e-275
"RBM15",1.49005292168177e-280,-0.537828305955671,0.041,0.127,1.07109474169251e-275
"RNF14",3.01029536477658e-280,0.29949331600859,0.084,0.197,2.16389061706235e-275
