"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"H3F3A",0,-18.6198391986019,0,0.979,0
"SLC25A6",0,-7.60496254918206,0.01,0.945,0
"H3F3B",0,-17.351353007242,0,0.89,0
"CD99",0,-8.4562454461405,0.004,0.848,0
"COX6A1",0,-4.46540112182934,0.076,0.917,0
"H2AFZ",0,-16.8168052325765,0,0.817,0
"HIST1H4C",0,-17.688327565766,0,0.809,0
"MT-RNR2",0,21.6204474256439,0.803,0,0
"AC104389.6",0,19.9447032128803,0.8,0,0
"SUMO2",0,-3.82146784124777,0.106,0.903,0
"HBA2",0,14.445674603202,0.792,0.001,0
"H2AFY",0,-15.8697881291835,0,0.788,0
"CALM2",0,-3.71916050825339,0.11,0.888,0
"RNF7",0,-6.01958247129864,0.013,0.791,0
"TMEM141",0,-3.91657149481541,0.057,0.79,0
"NARS",0,-15.5246211271834,0,0.73,0
"ITGB1",0,-2.82050148899083,0.18,0.894,0
"H1FX",0,-15.782195593421,0,0.709,0
"GTF2I",0,-2.75339879812218,0.152,0.858,0
"RAB13",0,-8.03623042335054,0.003,0.704,0
"LARS",0,-15.3436345856339,0,0.701,0
"HIGD2A",0,-2.900146868405,0.087,0.78,0
"TMEM14B",0,-2.94191180061737,0.118,0.805,0
"PRRC2C",0,-2.45938906153763,0.174,0.856,0
"VCAN",0,-2.30630650224748,0.182,0.863,0
"CCND2",0,-4.50378750350447,0.058,0.736,0
"KRT19",0,-3.3355966347592,0.114,0.788,0
"DSP",0,-2.7408951006508,0.22,0.892,0
"APOE",0,-2.56340419511593,0.193,0.865,0
"HBA1",0,15.2919027328148,0.67,0,0
"MRPS6",0,-4.59790817590969,0.029,0.693,0
"H2AFV",0,-15.1912649202363,0,0.659,0
"MT-ND6",0,-2.63286494040566,0.125,0.783,0
"HMGN2",0,-2.49425967111408,0.183,0.837,0
"CHD4",0,-2.19491903463939,0.18,0.828,0
"EPRS",0,-15.101995796592,0,0.647,0
"SPINT2",0,-6.14723701444038,0.01,0.653,0
"TPR",0,-2.01372594480197,0.187,0.83,0
"APLP2",0,-1.70651149056191,0.244,0.876,0
"PRKDC",0,-2.07632962808681,0.179,0.81,0
"HSP90B1",0,-2.17696222869645,0.298,0.928,0
"MTPN",0,-2.44613475017133,0.139,0.769,0
"GOLGB1",0,-2.21497255560562,0.149,0.776,0
"PPP1CB",0,-2.97779088620655,0.089,0.708,0
"DARS",0,-14.9656783321064,0,0.617,0
"SON",0,-1.43135254121099,0.252,0.867,0
"EIF3A",0,-1.96557011801032,0.266,0.876,0
"QPRT",0,-1.86166824391766,0.192,0.801,0
"KDM5B",0,-2.13283137721989,0.151,0.758,0
"H3-3B",0,17.6430197286724,0.606,0,0
"RPL22",0,-2.72199153967495,0.374,0.979,0
"WDR83OS",0,-1.70225366047948,0.169,0.774,0
"MT-RNR1",0,19.9365911956623,0.604,0,0
"CRABP2",0,-2.04598852509961,0.085,0.688,0
"SRRM2",0,-1.46072211707627,0.292,0.895,0
"C4orf48",0,-1.70691737715274,0.16,0.763,0
"PSMC1",0,-2.96659792564773,0.067,0.669,0
"SMARCA5",0,-1.86710036943688,0.184,0.784,0
"SNRPD3",0,-4.74123917450936,0.018,0.617,0
"POLR2J",0,-14.7227874103538,0,0.595,0
"TCEA1",0,-1.78672108819553,0.183,0.778,0
"KRTCAP2",0,-3.24283779394112,0.037,0.63,0
"SEC62",0,-1.71561450954968,0.168,0.76,0
"SUPT16H",0,-2.28964628579824,0.125,0.716,0
"EIF2S2",0,-1.71789325800396,0.238,0.828,0
"EIF5B",0,-1.59212918440634,0.22,0.805,0
"DDX24",0,-1.60605799336826,0.225,0.809,0
"GCSH",0,-7.26919770191508,0.002,0.586,0
"FXYD6",0,-6.17704945584949,0.008,0.591,0
"IFITM3",0,-1.68763415962447,0.261,0.844,0
"MT-ND4L",0,-0.973361357631982,0.338,0.92,0
"CANX",0,-1.45323554590234,0.264,0.846,0
"NDUFA7",0,-7.52031098046715,0.002,0.584,0
"ZC3H13",0,-2.19565776949916,0.129,0.71,0
"SARS",0,-14.8906129408619,0,0.581,0
"BZW1",0,-2.15622703182335,0.153,0.733,0
"PNISR",0,-1.1487185839069,0.269,0.848,0
"COX7A1",0,7.68820638401507,0.596,0.018,0
"PNN",0,-1.56498082464658,0.194,0.771,0
"PTP4A2",0,-2.06536894189774,0.137,0.714,0
"EIF5",0,-1.78006114862175,0.187,0.76,0
"NCL",0,-2.09359691250795,0.372,0.945,0
"MYH10",0,-1.74849771398924,0.199,0.771,0
"TARS",0,-14.8194377806342,0,0.572,0
"BOD1L1",0,-2.21477917784242,0.123,0.694,0
"METAP2",0,-1.43901333471306,0.26,0.829,0
"ANKRD11",0,-1.60480216529107,0.193,0.761,0
"MTRNR2L12",0,-9.47027690391995,0.003,0.571,0
"PDIA3",0,-1.40444036386132,0.226,0.793,0
"SRRM1",0,-1.29795915387049,0.259,0.825,0
"FKBP1A",0,-3.40870110487059,0.045,0.609,0
"VKORC1",0,-6.74479207511738,0.004,0.568,0
"MT-ND5",0,-1.87434457070757,0.418,0.981,0
"ALDOA",0,5.78544810319401,0.858,0.296,0
"ARPC3",0,-1.5867476597531,0.178,0.74,0
"DYNC1H1",0,-1.53515910678231,0.182,0.744,0
"MT-ATP8",0,-2.26334164658526,0.116,0.678,0
"NASP",0,-1.64971543815289,0.254,0.815,0
"XRCC5",0,-1.4865135148091,0.297,0.858,0
"PDIA6",0,-1.43954194141859,0.269,0.829,0
"AKAP12",0,-2.55136507401174,0.115,0.674,0
"RTF1",0,-1.40067457909855,0.211,0.769,0
"SMC3",0,-1.72645418926397,0.181,0.739,0
"MARCH7",0,-14.5205609778023,0,0.557,0
"HSPA5",0,-1.24880114378492,0.285,0.842,0
"SC5D",0,-3.93176648294018,0.056,0.613,0
"CFDP1",0,-1.48498887165568,0.226,0.782,0
"KCNQ1OT1",0,-2.49447370521654,0.126,0.682,0
"TAX1BP1",0,-1.42659405231062,0.226,0.782,0
"CBX5",0,-1.35533512853599,0.285,0.84,0
"NORAD",0,-1.60755916549182,0.174,0.729,0
"CALU",0,-1.30867565370992,0.234,0.786,0
"COX14",0,-3.31472992672363,0.05,0.602,0
"HNRNPU",0,-1.4138351599329,0.364,0.915,0
"DYNC1I2",0,-1.42340327927731,0.199,0.75,0
"ATXN7L3B",0,-2.1231407144007,0.104,0.654,0
"PEG10",0,-3.1266209392271,0.077,0.627,0
"SSB",0,-1.29767386326047,0.284,0.834,0
"ABCF1",0,-2.15216123009359,0.105,0.654,0
"KPNB1",0,-1.43967705290509,0.24,0.789,0
"UBXN4",0,-1.42534725674982,0.235,0.784,0
"AHCY",0,-4.73443593832427,0.019,0.568,0
"SOX4",0,-2.22315789560583,0.182,0.73,0
"TPM3",0,-2.49909424902118,0.114,0.662,0
"IK",0,-1.57620669222194,0.165,0.713,0
"FXR1",0,-1.25446277498034,0.337,0.884,0
"KDELR1",0,-1.32412271482574,0.269,0.816,0
"RSF1",0,-1.41276681904464,0.182,0.729,0
"RPL7L1",0,-2.03093829379695,0.11,0.656,0
"DOK4",0,-3.5739370670744,0.031,0.576,0
"ID3",0,-1.26446468003022,0.191,0.736,0
"CDV3",0,-1.69441107840032,0.187,0.731,0
"CSRP2",0,-1.95845388633457,0.31,0.854,0
"G3BP2",0,-1.39736986259783,0.219,0.763,0
"NES",0,-1.25928498542318,0.247,0.791,0
"MLEC",0,-1.82205929778995,0.16,0.704,0
"LMAN1",0,-1.99367297338901,0.132,0.675,0
"SMARCA1",0,-1.53199283074394,0.189,0.732,0
"PA2G4",0,-1.25258581560166,0.284,0.826,0
"BPTF",0,-1.03218945639516,0.238,0.779,0
"HNRNPC",0,-1.33845137454331,0.369,0.91,0
"YWHAZ",0,-1.29929527128793,0.353,0.894,0
"PGAM1",0,-1.38298037437126,0.255,0.795,0
"MYL2",0,5.08737669040793,0.696,0.156,0
"SPCS2",0,-1.21280136919113,0.218,0.756,0
"LEPROT",0,-6.24198066049931,0.005,0.541,0
"PPP2CA",0,-4.48034014007001,0.021,0.557,0
"RBM25",0,-1.38636483898683,0.211,0.747,0
"REST",0,-2.0269527289083,0.124,0.66,0
"COL6A1",0,-1.60487732362907,0.164,0.7,0
"DDX46",0,-1.73290363583387,0.151,0.686,0
"ATRX",0,-0.909093289008503,0.28,0.814,0
"ERP29",0,-1.12992292492097,0.241,0.774,0
"MAP1B",0,-1.71812670062926,0.227,0.76,0
"NSA2",0,-0.943943813834487,0.286,0.819,0
"TCF25",0,-1.11073229906978,0.204,0.736,0
"BCLAF1",0,-1.71544647188172,0.149,0.68,0
"IARS",0,-14.5085871857601,0,0.531,0
"PPIB",0,-1.2289762682307,0.321,0.852,0
"TKT",0,-2.9166328153759,0.067,0.598,0
"PPIG",0,-1.2743664093655,0.21,0.739,0
"CALR",0,-1.33650291140916,0.33,0.859,0
"AFDN",0,-1.10040569195608,0.201,0.728,0
"CD81",0,-0.97678869830803,0.321,0.848,0
"MTDH",0,-1.2397748694019,0.206,0.732,0
"DDX18",0,-1.53502385990076,0.154,0.679,0
"EIF1AX",0,-1.26691427314316,0.204,0.728,0
"PYURF",0,-14.3610632760723,0,0.524,0
"TRIM24",0,-1.23548047391482,0.202,0.726,0
"SMARCC1",0,-1.24608183280336,0.205,0.727,0
"BAMBI",0,-1.96563052139375,0.138,0.659,0
"FADS1",0,-2.13213922964713,0.122,0.643,0
"CCT6A",0,-1.11369510007361,0.294,0.815,0
"SMARCE1",0,-1.66110192963265,0.167,0.688,0
"TOMM20",0,-1.0382929255367,0.363,0.883,0
"IGF2BP1",0,-1.83468041673749,0.134,0.653,0
"C11orf58",0,-0.967495086699526,0.324,0.843,0
"CLTC",0,-1.3157347778612,0.192,0.711,0
"SSR4",0,-0.97466376579909,0.338,0.857,0
"PRPF40A",0,-1.45282420854401,0.176,0.694,0
"FUS",0,-1.06990083847093,0.293,0.81,0
"MACF1",0,-0.620740367394987,0.282,0.799,0
"PHF3",0,-1.53558953600749,0.162,0.679,0
"RPS17",0,-1.43668218160829,0.401,0.918,0
"SPTBN1",0,-0.68908768751556,0.311,0.828,0
"TMED9",0,-1.1787401413523,0.173,0.69,0
"RDX",0,-0.983463708594938,0.31,0.826,0
"CCT2",0,-0.989238570516354,0.322,0.836,0
"DDX17",0,-0.530625890479084,0.362,0.876,0
"THRAP3",0,-1.29559339539568,0.186,0.7,0
"GCC2",0,-2.14272682074782,0.091,0.604,0
"HNRNPAB",0,-1.34002193760309,0.226,0.739,0
"MT-ND2",0,-1.52276378828835,0.473,0.986,0
"OAZ1",0,-1.09631865497779,0.375,0.888,0
"DNAJC8",0,-1.07653960315427,0.234,0.745,0
"SF3B1",0,-0.929608306586636,0.253,0.764,0
"TMBIM6",0,-0.844684919281414,0.259,0.77,0
"EZR",0,-1.42838665484391,0.326,0.836,0
"HNRNPA3",0,-1.20501320998685,0.387,0.897,0
"SCD",0,-2.45178207640376,0.093,0.603,0
"SLC39A10",0,-2.20963998671078,0.089,0.599,0
"FGF12",0,6.31811442433351,0.632,0.123,0
"TM9SF3",0,-1.42606614752185,0.158,0.667,0
"CBX1",0,-1.37617713791443,0.18,0.689,0
"KDELR2",0,-2.5364498252569,0.067,0.576,0
"PSIP1",0,-1.48572895601139,0.192,0.701,0
"CNPY2",0,-1.89072717582695,0.088,0.596,0
"RSRC2",0,-1.09654787353497,0.234,0.742,0
"PAK2",0,-1.44504068938095,0.165,0.672,0
"SCAF11",0,-0.774863438708728,0.251,0.758,0
"PPP1R12A",0,-0.730746730605865,0.263,0.769,0
"SF3B2",0,-1.28567005235276,0.189,0.695,0
"SNX6",0,-1.09093855870577,0.243,0.749,0
"TET1",0,-1.63588609984883,0.158,0.664,0
"U2SURP",0,-1.2888246784093,0.158,0.664,0
"AP2B1",0,-1.69502236684275,0.127,0.632,0
"CGNL1",0,-1.46704890684913,0.144,0.649,0
"NME4",0,-1.11424226704786,0.354,0.859,0
"SLC16A1",0,-1.40308335896072,0.154,0.659,0
"ZC3H15",0,-1.08811458876223,0.219,0.724,0
"DES",0,5.35687846469085,0.632,0.128,0
"RHOBTB3",0,-1.3984946668536,0.332,0.836,0
"YWHAB",0,-1.00275926553341,0.304,0.808,0
"YY1",0,-1.16116778407912,0.204,0.708,0
"PRPF4B",0,-1.35798616475719,0.164,0.668,0
"SET",0,-1.49790627960554,0.419,0.922,0
"AHNAK",0,-1.78658780318772,0.143,0.646,0
"DHX36",0,-1.43317188299273,0.153,0.656,0
"HUWE1",0,-1.4618253835705,0.15,0.653,0
"NID2",0,-2.00708818590555,0.121,0.624,0
"PPP1R14B",0,-1.15907369066458,0.233,0.736,0
"NSD3",0,-1.25535057724765,0.167,0.669,0
"XRN2",0,-1.34689705573837,0.174,0.675,0
"MT-ND1",0,-1.69526183494191,0.489,0.99,0
"NUCKS1",0,-1.28475657189791,0.439,0.94,0
"ENAH",0,-1.09940332865125,0.23,0.73,0
"AKAP9",0,-0.739528928591667,0.222,0.721,0
"EIF3J",0,-1.12915025653449,0.208,0.707,0
"TMCO1",0,-1.49027694072234,0.137,0.636,0
"TIMP1",0,-1.16073714425122,0.124,0.622,0
"DDX5",0,-0.776726911319159,0.391,0.888,0
"RARS",0,-14.32188389987,0,0.497,0
"GOLGA4",0,-0.588537777685125,0.285,0.781,0
"NONO",0,-0.893030134167893,0.293,0.789,0
"CTSV",0,-4.7344967700331,0.028,0.524,0
"RBBP4",0,-1.00713300037225,0.239,0.735,0
"SLC2A3",0,-2.11748799246978,0.128,0.623,0
"TMEM167A",0,-1.23214109007393,0.162,0.657,0
"LRPPRC",0,-1.07892067314846,0.199,0.693,0
"CCT3",0,-0.806031278965242,0.344,0.837,0
"SERPINH1",0,-0.793546940090458,0.212,0.705,0
"USP14",0,-1.47709188911385,0.152,0.645,0
"HSPA4",0,-1.33314903322415,0.17,0.662,0
"PCM1",0,-0.728521857314414,0.243,0.735,0
"RAD21",0,-1.18816144050757,0.208,0.7,0
"DEK",0,-1.09968413673927,0.33,0.822,0
"NGRN",0,-3.779635552296,0.028,0.519,0
"ZRANB2",0,-0.990810650482756,0.197,0.688,0
"COL18A1",0,-0.498078680632907,0.295,0.785,0
"COMMD7",0,-6.81327723069106,0.003,0.493,0
"MAZ",0,-4.92234739765394,0.012,0.502,0
"PALM2-AKAP2",0,-15.4046483999666,0,0.49,0
"CDH2",0,-0.309755041340788,0.354,0.843,0
"TJP1",0,-0.718620127149558,0.261,0.75,0
"PLD3",0,-1.04916423234011,0.183,0.671,0
"RBM8A",0,-0.711462430778976,0.283,0.771,0
"APP",0,-0.648461394335098,0.264,0.752,0
"TAF9",0,-7.52825347017729,0.002,0.49,0
"PARP1",0,-1.21263331408976,0.21,0.697,0
"H2AZ1",0,17.2429320118322,0.486,0,0
"PFKP",0,-1.53770620348608,0.258,0.744,0
"SRSF1",0,-6.74672827265075,0.002,0.488,0
"ITM2B",0,-0.580142076716409,0.324,0.809,0
"ST13",0,-0.994816413530918,0.429,0.914,0
"PSAP",0,-0.518536314305949,0.248,0.733,0
"ROCK1",0,-1.31053670404519,0.168,0.653,0
"GARS",0,-14.5066683861846,0,0.484,0
"PPM1G",0,-1.09503864574645,0.214,0.697,0
"SH3BGRL3",0,-1.78082291828937,0.091,0.573,0
"SRSF11",0,-0.657514330158797,0.306,0.787,0
"HNRNPD",0,-0.948338694711247,0.345,0.826,0
"KIF2A",0,-3.30474324293285,0.037,0.517,0
"NRP2",0,-3.60053095067133,0.048,0.528,0
"HDLBP",0,-0.926474542503999,0.261,0.741,0
"NOL7",0,-0.885589786387626,0.251,0.731,0
"TAF7",0,-1.18148830049626,0.171,0.651,0
"BRD4",0,-1.20431053988133,0.176,0.655,0
"HNRNPR",0,-0.865961614685132,0.294,0.773,0
"RTN4",0,-0.877718025873302,0.355,0.834,0
"SERBP1",0,-1.48136473083657,0.476,0.955,0
"KRT8",0,-2.2409004178321,0.432,0.91,0
"LUC7L3",0,-0.386105911146117,0.287,0.765,0
"BSG",0,-0.506521925315291,0.358,0.836,0
"SH3GLB1",0,-1.08775429932434,0.258,0.736,0
"PSMD7",0,-1.02126068728669,0.221,0.698,0
"SEC61B",0,-0.81339139410772,0.292,0.768,0
"UBE2L3",0,-1.08481828410824,0.193,0.669,0
"PFN2",0,-4.28589605997113,0.018,0.494,0
"TOP1",0,-0.776907219730974,0.237,0.713,0
"MESD",0,-1.63540047923709,0.101,0.576,0
"PET100",0,-0.752571452749641,0.225,0.7,0
"SNRNP200",0,-1.7204591103933,0.109,0.584,0
"TNRC6B",0,-0.49296846108098,0.241,0.716,0
"DNAJA1",0,-0.786224941294657,0.286,0.76,0
"PJA2",0,-1.05956382959309,0.196,0.67,0
"SF1",0,-0.939321641213586,0.199,0.673,0
"CCT5",0,-0.962901583406379,0.261,0.735,0
"CTSD",0,-6.58745579162458,0.004,0.478,0
"PDAP1",0,-0.756033211023896,0.257,0.731,0
"RPN2",0,-1.27472215966524,0.157,0.631,0
"DENR",0,-1.10695962448565,0.177,0.65,0
"TMED10",0,-0.955635039418295,0.19,0.663,0
"CKAP4",0,-1.55929827066171,0.127,0.6,0
"SINHCAF",0,-1.6765502123801,0.148,0.621,0
"SMIM7",0,-3.34214877173472,0.028,0.501,0
"CBX3",0,-0.641161632494188,0.367,0.839,0
"HIGD1A",0,-2.01667736396279,0.081,0.552,0
"KRT18",0,-2.51983314122351,0.441,0.912,0
"RRBP1",0,-2.18750306635657,0.064,0.535,0
"ZNF580",0,-9.4505372104071,0.001,0.472,0
"SELENOH",0,-0.649312942247689,0.326,0.796,0
"TTC3",0,-0.678444369490808,0.307,0.777,0
"S100A10",0,-3.33833727304121,0.094,0.564,0
"SPCS3",0,-1.95899510144764,0.097,0.567,0
"SYNCRIP",0,-1.21891870662486,0.158,0.628,0
"RALBP1",0,-1.98414967781583,0.093,0.562,0
"DDX1",0,-1.14014536049569,0.183,0.652,0
"LRPAP1",0,-1.0835109516731,0.175,0.644,0
"CSNK2A1",0,-0.832018793852923,0.228,0.697,0
"PDGFRA",0,-3.84198196629516,0.012,0.481,0
"CAST",0,-0.93905728214871,0.229,0.698,0
"CLTA",0,-0.789710415739466,0.309,0.777,0
"TCEAL4",0,-0.63930039192433,0.317,0.785,0
"FAM133B",0,-1.62561760314463,0.097,0.565,0
"RABAC1",0,-0.790123209437567,0.236,0.704,0
"AKIRIN1",0,-1.03229021907317,0.2,0.667,0
"LAMC1",0,-1.03659259628965,0.173,0.64,0
"RFC1",0,-1.47448911561313,0.124,0.591,0
"WASF2",0,-1.13629447289988,0.178,0.644,0
"P4HA1",0,-1.10652306969365,0.2,0.665,0
"H1F0",0,-14.6383685677285,0,0.465,0
"EIF4G2",0,-0.707598773740476,0.415,0.879,0
"KIF5B",0,-0.678379869491871,0.296,0.76,0
"CCDC144NL-AS1",0,-2.74983917694459,0.045,0.509,0
"HIST1H1C",0,-14.9132727470463,0,0.464,0
"ID1",0,-1.80682346206426,0.114,0.578,0
"IL6ST",0,-1.83828491922585,0.121,0.585,0
"TOMM5",0,-1.71147478718726,0.114,0.578,0
"DPYSL3",0,-1.65486108599493,0.099,0.562,0
"IFITM2",0,-1.35398784653628,0.096,0.559,0
"MARCH6",0,-14.1333873155527,0,0.463,0
"ARPC2",0,-0.80760021409252,0.365,0.828,0
"CEBPZ",0,-1.69583758563914,0.108,0.571,0
"CCT8",0,-0.587103779643838,0.345,0.807,0
"TUT4",0,-0.743952294190163,0.211,0.673,0
"MXRA7",0,-1.31311914040227,0.182,0.644,0
"PSMA7",0,-0.857704078533613,0.418,0.88,0
"SNW1",0,-1.33309707776669,0.146,0.608,0
"BRD7",0,-1.28910511952665,0.153,0.614,0
"XPO1",0,-0.682009823756954,0.226,0.686,0
"QARS",0,-14.0230336325989,0,0.46,0
"RABL6",0,-1.12704763812449,0.163,0.623,0
"RCN1",0,-1.62162353057707,0.105,0.565,0
"RTF2",0,-2.30557092729176,0.067,0.526,0
"ACTR2",0,-1.2236644638478,0.153,0.612,0
"HDAC2",0,-0.730742064178581,0.275,0.734,0
"CDC42",0,-0.531305835336245,0.407,0.865,0
"RIOK3",0,-1.23380344552685,0.173,0.631,0
"HNRNPA1",0,-1.25493112861576,0.487,0.945,0
"SRP72",0,-1.39180759583161,0.128,0.586,0
"GSTO1",0,-0.93549097098085,0.292,0.749,0
"SUGT1",0,-1.026721238052,0.198,0.655,0
"SYF2",0,-0.909119511027661,0.181,0.638,0
"BBX",0,-0.840008535344969,0.187,0.643,0
"HNRNPM",0,-0.959415544143245,0.322,0.778,0
"RNMT",0,-0.76230429048798,0.196,0.652,0
"USP22",0,-0.92486044829212,0.18,0.636,0
"ANP32B",0,-0.638263090493729,0.356,0.811,0
"ARL2",0,-0.833771205377653,0.179,0.634,0
"PRTG",0,-4.59888335675127,0.017,0.472,0
"PSME1",0,-0.656535941119937,0.26,0.715,0
"ATP6V0E1",0,-0.849944883130615,0.207,0.661,0
"BAZ1B",0,-1.90100002915093,0.102,0.556,0
"ANP32A",0,-0.551923860128556,0.338,0.792,0
"MRPL20",0,-0.571545619607619,0.313,0.767,0
"SEC31A",0,-0.958735037799128,0.187,0.641,0
"ARL6IP1",0,-4.0002913747693,0.025,0.479,0
"CNN2",0,-1.36133690822406,0.139,0.593,0
"NOP56",0,-1.27198713683124,0.138,0.592,0
"CPE",0,-1.45679746917644,0.075,0.528,0
"CD24",0,-3.92334254361714,0.027,0.48,0
"CHMP2A",0,-0.58298823767778,0.253,0.706,0
"PHACTR2",0,-1.37102389458118,0.119,0.572,0
"YME1L1",0,-1.20254615824912,0.154,0.607,0
"RBM39",0,-0.448977243233432,0.355,0.807,0
"ATP1A1",0,-0.816346637473397,0.302,0.754,0
"IPO7",0,-1.0994054752125,0.185,0.637,0
"ARGLU1",0,-0.554677474124417,0.264,0.716,0
"TXNDC17",0,-1.00998377720359,0.242,0.694,0
"VPS35",0,-0.769225550597562,0.233,0.684,0
"LARP7",0,-0.95908222898467,0.18,0.631,0
"H2AFJ",0,-14.2805235207609,0,0.451,0
"WBP11",0,-1.11055027137807,0.16,0.611,0
"KTN1",0,-0.590115132643099,0.474,0.924,0
"KNOP1",0,-2.65322129688664,0.042,0.492,0
"PNRC1",0,-0.732582978782325,0.33,0.78,0
"TCEAL9",0,-0.784964546373035,0.289,0.739,0
"PRRC2B",0,-0.812193231836292,0.186,0.636,0
"YARS",0,-14.1430324635063,0,0.45,0
"ATP6V0B",0,-0.718671836115207,0.238,0.688,0
"DDX21",0,-1.6363903675541,0.113,0.563,0
"KHDRBS1",0,-0.554820042713094,0.342,0.791,0
"G3BP1",0,-1.0970265569037,0.163,0.612,0
"PRDX2",0,-1.07837613108051,0.493,0.942,0
"SSR3",0,-0.638449773312733,0.364,0.813,0
"TCAF1",0,-2.05357538268625,0.093,0.541,0
"HMGN1",0,-0.917429109990923,0.464,0.912,0
"PTTG1IP",0,-0.652247515469522,0.297,0.745,0
"YTHDC1",0,-1.07534528715631,0.172,0.62,0
"EIF4EBP1",0,-0.857807363590203,0.273,0.721,0
"ARHGAP5",0,-0.819199371454856,0.211,0.658,0
"CAPRIN1",0,-0.877417809331857,0.22,0.667,0
"COPB1",0,-1.1807136076704,0.165,0.612,0
"KDM1A",0,-1.21372445256031,0.163,0.61,0
"GSPT1",0,-0.943325498665022,0.204,0.65,0
"IGFBP2",0,-1.23437795946889,0.198,0.644,0
"PGLS",0,-0.76008143979801,0.173,0.619,0
"PRDX4",0,-0.878919759161845,0.187,0.633,0
"HIF1A",0,-0.67682959832724,0.262,0.708,0
"NUDC",0,-0.656246294232434,0.27,0.716,0
"CDC5L",0,-1.58802934413584,0.113,0.558,0
"SSBP1",0,-0.480637451259289,0.345,0.79,0
"VCL",0,-0.74422200325933,0.225,0.67,0
"SLTM",0,-0.897635395684464,0.192,0.637,0
"FAM92A",0,-13.9728035137606,0,0.445,0
"PRELID1",0,-0.730349161949038,0.253,0.698,0
"RPS4Y1",0,-0.571210134144172,0.26,0.705,0
"MPHOSPH8",0,-1.56375448390246,0.111,0.555,0
"MACROH2A1",0,16.3600757890538,0.444,0,0
"XRCC6",0,-0.600395512315222,0.302,0.746,0
"COPB2",0,-1.36719337182646,0.14,0.584,0
"PSMB1",0,-0.509530105149063,0.373,0.817,0
"PSMD1",0,-1.25603176980393,0.158,0.602,0
"ARMCX6",0,-4.47575757076752,0.013,0.456,0
"NKTR",0,-0.802385627044982,0.177,0.62,0
"ANKRD12",0,-1.54081579724721,0.121,0.564,0
"CALM1",0,-0.909079970516952,0.335,0.777,0
"NRDC",0,-0.846410347226263,0.189,0.631,0
"H2AFY2",0,-13.9853520938398,0,0.442,0
"EID1",0,-0.749990995269647,0.458,0.899,0
"PLCG2",0,-3.70021749902066,0.054,0.495,0
"ACBD3",0,-1.42170280578166,0.133,0.574,0
"ILF3",0,-0.603194934231261,0.256,0.697,0
"GYPC",0,-0.634560479572323,0.226,0.666,0
"HACD3",0,-1.40209735696578,0.117,0.557,0
"PRPF8",0,-1.44558200730128,0.119,0.559,0
"PSMD4",0,-0.545935402809378,0.246,0.686,0
"CCDC88A",0,-0.835250411508533,0.176,0.616,0
"HSPD1",0,-1.16360744773772,0.513,0.953,0
"KMT2A",0,-1.31482503956879,0.131,0.571,0
"TAF1D",0,-1.17024301057586,0.16,0.6,0
"ZFP36L1",0,-0.954266001810649,0.276,0.716,0
"APRT",0,-0.818898397077854,0.206,0.645,0
"HDGF",0,-0.794498034524899,0.208,0.647,0
"NEAT1",0,-1.09104827122834,0.217,0.656,0
"PHF6",0,-1.70119655131167,0.101,0.54,0
"SPTAN1",0,-0.612976874536526,0.222,0.661,0
"LIX1",0,-5.48953080152857,0.008,0.447,0
"SEC11A",0,-0.474880662003053,0.342,0.781,0
"BDP1",0,-1.29624802517263,0.132,0.571,0
"MFGE8",0,-1.4153473968826,0.134,0.573,0
"ADD1",0,-0.850635854752128,0.191,0.628,0
"TGFB2",0,-3.709146561927,0.026,0.463,0
"RSL1D1",0,-0.610776326554148,0.263,0.7,0
"SELENOS",0,-1.17138757841485,0.135,0.572,0
"VCP",0,-0.651747642731216,0.263,0.699,0
"ID2",0,-0.855234673110009,0.214,0.649,0
"ANP32E",0,-0.929246721990901,0.201,0.636,0
"PAICS",0,-0.9782450897185,0.181,0.616,0
"DSG2",0,-1.86323921283796,0.113,0.546,0
"DST",0,-0.282958915179266,0.233,0.666,0
"MRPS34",0,-0.597886232447571,0.245,0.678,0
"APEX1",0,-0.43473718025175,0.333,0.766,0
"DDX3X",0,-0.733822488945883,0.199,0.632,0
"ADH5",0,-0.59191015511478,0.258,0.691,0
"TLN1",0,-0.821924887470548,0.256,0.689,0
"CST3",0,-0.644608675270776,0.209,0.641,0
"EIF6",0,-1.24710577955648,0.124,0.556,0
"PCDH7",0,0.401091473750724,0.24,0.672,0
"FIP1L1",0,-2.07139729216787,0.066,0.498,0
"GTF2F1",0,-1.37987779775914,0.109,0.54,0
"PDIA4",0,-1.51790081521376,0.113,0.544,0
"PRMT1",0,-0.385868175792044,0.367,0.798,0
"TARDBP",0,-2.82321891243554,0.047,0.478,0
"WLS",0,-1.14002700035451,0.182,0.613,0
"CCDC34",0,-1.61944707466998,0.134,0.565,0
"EIF4G1",0,-1.30212149502061,0.14,0.571,0
"SMARCA4",0,-1.19526456730407,0.146,0.577,0
"ARCN1",0,-1.76773899047796,0.101,0.531,0
"ATOX1",0,-0.509233024046548,0.256,0.686,0
"HP1BP3",0,-0.615816170017284,0.218,0.648,0
"LMO4",0,-0.890761342234562,0.226,0.656,0
"S100A11",0,-1.40444584072848,0.125,0.555,0
"SNRPB2",0,-0.525851713444682,0.236,0.666,0
"PSMA2",0,-0.515600919150745,0.302,0.732,0
