"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MALAT1",0,-25.5274199466353,0,0.999,0
"ENSG00000251562",0,25.7283172043975,0.987,0,0
"H3F3A",0,-21.0171911373491,0,0.979,0
"MDK",0,-12.6418066105842,0.001,0.966,0
"RPL3",0,-6.86684077816865,0.052,0.992,0
"VIM",0,-8.65470438451932,0.01,0.946,0
"EEF1A1",0,-6.89178401919574,0.073,0.998,0
"RPS21",0,-6.24118704976743,0.049,0.966,0
"TMSB10",0,-6.24152271255119,0.02,0.935,0
"RPL36",0,-5.90559081406339,0.074,0.988,0
"RPL39",0,-5.7983274949049,0.074,0.988,0
"KRT18",0,-10.9033155482307,0.003,0.912,0
"ATP5MPL",0,-19.2356277985269,0,0.909,0
"RPL18A",0,-5.88760840327946,0.082,0.989,0
"RPS5",0,-5.74538325125107,0.067,0.974,0
"RPL29",0,-5.85243145043843,0.081,0.987,0
"MIF",0,-7.36984658089095,0.036,0.94,0
"RPS15A",0,-5.92978568109445,0.084,0.987,0
"ATP5MD",0,-19.2719841949673,0,0.903,0
"RPL26",0,-5.85994488066413,0.087,0.989,0
"RPS4X",0,-5.38819605007126,0.081,0.982,0
"RPS19",0,-6.40665021180873,0.092,0.992,0
"UBA52",0,-5.0131616882648,0.07,0.97,0
"RPL28",0,-5.93764810095383,0.093,0.99,0
"RPL37",0,-5.94114845458692,0.096,0.992,0
"PFN1",0,-5.60183802710038,0.04,0.934,0
"EEF1B2",0,-5.46546768171705,0.059,0.953,0
"RPL36A",0,-6.74261101564897,0.045,0.939,0
"RPL18",0,-5.94460768537918,0.093,0.985,0
"RPS18",0,-6.1398614998705,0.101,0.993,0
"RPL27",0,-4.80918709750006,0.079,0.969,0
"RPL35",0,-5.20177839735564,0.097,0.987,0
"H3F3B",0,-19.7487049459892,0,0.89,0
"PTMA",0,-5.97015848936776,0.091,0.98,0
"RPLP0",0,-5.90498002984085,0.095,0.984,0
"RPL38",0,-4.8663570027912,0.09,0.978,0
"RPS27A",0,-5.64007282194374,0.102,0.99,0
"PPIA",0,-5.23471362449956,0.072,0.959,0
"RPS11",0,-5.27013415842628,0.095,0.981,0
"RPS7",0,-5.58996641182289,0.098,0.984,0
"CFL1",0,-5.21220588646474,0.047,0.932,0
"COX6A1",0,-6.16703497180612,0.032,0.917,0
"RPS12",0,-5.66432198085194,0.107,0.991,0
"SGCD",0,10.8784054579206,0.898,0.014,0
"SRP14",0,-5.18339419670294,0.098,0.98,0
"RPL12",0,-5.47039683175529,0.104,0.985,0
"RPL14",0,-5.30560998606881,0.104,0.985,0
"RPL30",0,-5.28741859565021,0.104,0.985,0
"RPL4",0,-4.98696479825935,0.085,0.964,0
"RPL9",0,-5.32755582908535,0.107,0.986,0
"TNNI1",0,-8.44267697645387,0.018,0.897,0
"RPL7A",0,-5.89122828648425,0.112,0.99,0
"NCL",0,-5.29137075844465,0.067,0.945,0
"RACK1",0,-5.52171168466769,0.105,0.982,0
"RPL23",0,-5.26410905813752,0.104,0.981,0
"RPL6",0,-5.81232366750367,0.114,0.991,0
"RPS15",0,-5.33614562891819,0.112,0.989,0
"KRT8",0,-6.82132666039213,0.034,0.91,0
"MT-ND5",0,-5.57315404852643,0.105,0.981,0
"RPL32",0,-5.36253971489208,0.115,0.991,0
"RPL15",0,-5.54385345877339,0.114,0.989,0
"RPL22",0,-5.08056207720035,0.104,0.979,0
"RPS6",0,-5.21641695432844,0.112,0.986,0
"FAU",0,-4.73880263699776,0.102,0.975,0
"RPL19",0,-5.16003241605198,0.113,0.986,0
"RPS26",0,-5.19215597574183,0.099,0.972,0
"RPS29",0,-5.66069583232673,0.118,0.991,0
"RPS3",0,-5.66915128076858,0.111,0.984,0
"BTF3",0,-4.79320331317667,0.075,0.947,0
"RPL10A",0,-5.41677803965667,0.109,0.981,0
"RPL34",0,-5.17603034662601,0.12,0.99,0
"RPL7",0,-5.05004145519287,0.107,0.977,0
"RPS13",0,-4.87304162217807,0.11,0.98,0
"RPL35A",0,-5.2929389586672,0.12,0.988,0
"RPS23",0,-5.71685079466336,0.124,0.992,0
"MT-ND4L",0,-5.2399421722983,0.055,0.92,0
"RPS3A",0,-5.48385238626376,0.128,0.992,0
"RPS9",0,-5.31880441067328,0.119,0.983,0
"RPL23A",0,-4.54082111471263,0.117,0.978,0
"RPSA",0,-5.40186951082598,0.119,0.98,0
"SET",0,-5.11877740589098,0.062,0.922,0
"APOE",0,-8.40240968572564,0.005,0.865,0
"RPS2",0,-6.13664264473753,0.135,0.995,0
"RPL11",0,-5.45623094304564,0.134,0.993,0
"PRDX2",0,-4.56011071982895,0.085,0.942,0
"RPS8",0,-6.25264477403622,0.137,0.994,0
"VCAN",0,-8.37075089165273,0.007,0.863,0
"ELOB",0,-4.10618442662802,0.074,0.929,0
"RAN",0,-5.31414709465903,0.034,0.889,0
"NPM1",0,-5.25220950413146,0.115,0.968,0
"RPS14",0,-5.55729341589086,0.138,0.99,0
"RPS17",0,-5.78120506354145,0.067,0.918,0
"RPL8",0,-5.11788992699692,0.139,0.989,0
"RPL27A",0,-4.73869894246584,0.13,0.979,0
"PTMS",0,-6.55765718443437,0.013,0.86,0
"RPS25",0,-4.59962020351797,0.134,0.981,0
"UBL5",0,-4.03206775443866,0.074,0.917,0
"RPS28",0,-5.50471734211563,0.149,0.992,0
"DYNLL1",0,-4.77442319709492,0.074,0.916,0
"RPLP2",0,-5.01891790859011,0.145,0.987,0
"RPS24",0,-5.34042103882406,0.152,0.994,0
"TUBB",0,-5.4117659771017,0.051,0.891,0
"CSRP2",0,-7.28214923517957,0.016,0.854,0
"ATP5MF",0,-4.27554290922021,0.068,0.905,0
"RPL13A",0,-5.07747565372638,0.157,0.992,0
"RPS20",0,-4.5335744534656,0.137,0.972,0
"GSTP1",0,-4.41748384831021,0.093,0.927,0
"RPS27",0,-5.37277214329718,0.16,0.994,0
"RPL24",0,-4.79990611145895,0.152,0.985,0
"SUMO2",0,-4.36988585523002,0.07,0.903,0
"HSPD1",0,-4.59922733825009,0.122,0.953,0
"STMN1",0,-7.87607853799671,0.007,0.836,0
"HINT1",0,-4.05990945138494,0.1,0.928,0
"ATP5F1E",0,-3.95830637936622,0.147,0.974,0
"RPL36AL",0,-4.07725515757776,0.057,0.884,0
"SLC25A6",0,-4.17526137735332,0.118,0.945,0
"UBB",0,-3.93641136731989,0.09,0.915,0
"RPS16",0,-4.65244721241384,0.158,0.983,0
"FTL",0,-4.48819367420587,0.12,0.943,0
"IFITM3",0,-5.32437715190441,0.022,0.844,0
"TUBA1B",0,-5.73365820392322,0.042,0.864,0
"NME4",0,-5.08407994963858,0.038,0.859,0
"EEF2",0,-3.95577595408287,0.13,0.95,0
"TPI1",0,-4.16666320487822,0.139,0.958,0
"H2AFZ",0,-19.2141571713237,0,0.817,0
"OST4",0,-4.00348170474399,0.067,0.883,0
"CD36",0,8.90778372700544,0.842,0.026,0
"SSR4",0,-4.59636121628216,0.042,0.857,0
"BEX3",0,-3.94649201379141,0.118,0.932,0
"ENO1",0,-4.76737931033624,0.143,0.957,0
"YBX1",0,-4.02841245822863,0.158,0.971,0
"RPL13",0,-5.4309441215241,0.183,0.995,0
"NEDD8",0,-4.51246746801919,0.052,0.864,0
"MT-ND1",0,-4.4661635720674,0.179,0.99,0
"MT-ND2",0,-4.25993569311838,0.175,0.986,0
"PRDX5",0,-3.77092226386184,0.073,0.882,0
"HIST1H4C",0,-20.0856795045132,0,0.809,0
"MT-ND4",0,-5.03693612741387,0.187,0.996,0
"PFDN5",0,-3.46769246795797,0.131,0.94,0
"RPL21",0,-4.5524376312137,0.178,0.987,0
"RPL37A",0,-5.04432203678828,0.186,0.995,0
"PRDX1",0,-4.61801363707996,0.081,0.888,0
"TOMM7",0,-3.3791976629554,0.097,0.902,0
"HNRNPA1",0,-4.18615963561122,0.14,0.945,0
"TMA7",0,-3.50272210896564,0.109,0.912,0
"SNRPD2",0,-4.27582965756651,0.048,0.851,0
"MT-ND3",0,-4.69468720010452,0.192,0.994,0
"SERBP1",0,-4.16076895945235,0.154,0.955,0
"NDUFA11",0,-3.69695643699677,0.093,0.893,0
"FGF12",0,8.15301423462709,0.922,0.123,0
"HSP90B1",0,-4.5313314685971,0.129,0.928,0
"ST13",0,-3.93590765387271,0.115,0.914,0
"TOMM20",0,-3.89959896359169,0.085,0.883,0
"GPX4",0,-3.41140512357469,0.091,0.888,0
"LDHA",0,-4.92731150830094,0.089,0.886,0
"NDUFB11",0,-3.65952190031651,0.081,0.877,0
"SLC25A5",0,-3.98995567743594,0.075,0.871,0
"OAZ1",0,-3.547547586275,0.093,0.888,0
"PDE3A",0,7.72583652065157,0.894,0.099,0
"RPLP1",0,-5.06386831550689,0.201,0.996,0
"RPL41",0,-5.44567609615142,0.202,0.996,0
"RPL17",0,-6.29343708494775,0.091,0.884,0
"C4orf3",0,-18.6118292992951,0,0.793,0
"TMEM14C",0,-4.49466296201959,0.046,0.839,0
"NDUFS5",0,-3.39404861564257,0.161,0.953,0
"NPC2",0,-5.22382195626503,0.032,0.824,0
"PRKN",0,8.48889744719911,0.825,0.033,0
"GNG5",0,-3.90811977955909,0.139,0.93,0
"COMMD6",0,-3.9352001011445,0.065,0.856,0
"EID1",0,-3.55153777872789,0.109,0.899,0
"HSPE1",0,-4.28617598571373,0.082,0.871,0
"CALR",0,-4.60528791666329,0.071,0.859,0
"NACA",0,-4.62512101098459,0.193,0.981,0
"H2AFY",0,-18.2671400679307,0,0.788,0
"COX8A",0,-3.47405815836203,0.097,0.884,0
"KRT19",0,-10.3153612622428,0.001,0.788,0
"HSP90AB1",0,-4.89817224350465,0.195,0.982,0
"CD63",0,-3.5076335015077,0.132,0.917,0
"HSBP1",0,-3.88001807736074,0.062,0.846,0
"TPT1",0,-4.12789659367407,0.209,0.992,0
"ZFAS1",0,-3.93742491841604,0.085,0.868,0
"RPL31",0,-3.95803842863737,0.19,0.973,0
"RPS10",0,-4.6602828365424,0.041,0.824,0
"ATP5MC2",0,-3.36439306922702,0.169,0.95,0
"RPL5",0,-4.94651992928915,0.211,0.991,0
"TMEM258",0,-3.99201483787119,0.051,0.831,0
"PXDNL",0,13.5797937149238,0.779,0.001,0
"PA2G4",0,-4.48632211276278,0.048,0.826,0
"C19orf53",0,-4.4368061110655,0.035,0.812,0
"MT-CYB",0,-4.67429460861807,0.218,0.994,0
"ROMO1",0,-4.37079632093154,0.038,0.814,0
"TMEM141",0,-6.40136644399056,0.016,0.79,0
"KDELR1",0,-4.56193518136523,0.043,0.816,0
"NDUFA13",0,-3.38206903790458,0.137,0.908,0
"UQCR10",0,-3.12501839738579,0.151,0.922,0
"PARK7",0,-3.41650020042014,0.096,0.866,0
"SAP18",0,-3.62777679632747,0.057,0.827,0
"MT-ATP6",0,-4.39989942529011,0.228,0.997,0
"CUTA",0,-4.53899911385305,0.03,0.797,0
"QPRT",0,-4.76641541377405,0.034,0.801,0
"PPIB",0,-4.08451044039176,0.087,0.852,0
"MT-CO2",0,-5.08582369945379,0.234,0.998,0
"PHPT1",0,-3.33160316319401,0.146,0.91,0
"SORBS1",0,7.09947777035029,0.901,0.137,0
"HMGN2",0,-4.42210703257397,0.074,0.837,0
"C4orf48",0,-18.3793246155572,0,0.763,0
"PHB",0,-18.065653220447,0,0.762,0
"NSA2",0,-3.97432532403424,0.057,0.819,0
"ATP5PO",0,-3.12763989716086,0.131,0.891,0
"NDUFC2",0,-4.4144842581924,0.042,0.802,0
"EIF3F",0,-3.76024882753392,0.071,0.83,0
"UQCR11",0,-2.93508644481072,0.125,0.884,0
"MT-ND6",0,-5.50368095610354,0.025,0.783,0
"SELENOH",0,-4.95508029276125,0.038,0.796,0
"CDH13",0,7.38517694598986,0.832,0.076,0
"HSP90AA1",0,-3.71131782324997,0.216,0.972,0
"DLG2",0,7.38621660341376,0.835,0.08,0
"CALM2",0,-3.6129221954968,0.134,0.888,0
"TIMM13",0,-3.60987118264682,0.059,0.813,0
"EDF1",0,-2.86523531804954,0.141,0.894,0
"SSB",0,-3.43293352818877,0.081,0.834,0
"HMGN1",0,-3.69958168731775,0.16,0.912,0
"CBX3",0,-3.5323708370718,0.088,0.839,0
"SERF2",0,-3.47476681009839,0.217,0.968,0
"WDR83OS",0,-5.05533621186103,0.023,0.774,0
"PSMA7",0,-3.24454124328285,0.13,0.88,0
"PSMB6",0,-3.63951370211315,0.061,0.809,0
"TPM4",0,-5.47041402098193,0.029,0.777,0
"SEC61G",0,-4.06014173823832,0.043,0.79,0
"MLIP",0,6.88124268599126,0.916,0.171,0
"NES",0,-4.38073881624164,0.047,0.791,0
"PLCL1",0,8.18452867049612,0.785,0.041,0
"POLR2L",0,-3.13391893846449,0.095,0.837,0
"YWHAB",0,-3.88737995917577,0.066,0.808,0
"COX7A2",0,-2.94367941087177,0.166,0.907,0
"ANP32B",0,-3.83161277755036,0.071,0.811,0
"HNRNPK",0,-3.0150409506798,0.166,0.906,0
"PDIA6",0,-3.71378198941499,0.089,0.829,0
"CCT2",0,-3.35226178052943,0.097,0.836,0
"RTRAF",0,-3.21613614715151,0.094,0.833,0
"ATP5ME",0,-3.05376199962851,0.226,0.964,0
"BRK1",0,-3.8514461985177,0.049,0.787,0
"RBFOX1",0,9.21878770422193,0.751,0.013,0
"RNF7",0,-3.75115490019489,0.053,0.791,0
"RPL10",0,-4.63246532187483,0.254,0.992,0
"SKP1",0,-2.77479704067529,0.172,0.91,0
"PRMT1",0,-3.70480390567138,0.061,0.798,0
"EIF4A1",0,-4.96387206100491,0.06,0.796,0
"MAGED2",0,-4.54619994017975,0.032,0.768,0
"SNRPE",0,-4.55385918321786,0.03,0.766,0
"MRPL51",0,-3.59646799379397,0.048,0.783,0
"PDE1C",0,9.25493960568226,0.749,0.014,0
"HIGD2A",0,-4.06283037669176,0.046,0.78,0
"PCBP1",0,-4.18904708856016,0.039,0.773,0
"GADD45GIP1",0,-3.80828440042196,0.048,0.781,0
"PRKG1",0,6.79848926713333,0.869,0.137,0
"CBX5",0,-3.3396595441894,0.109,0.84,0
"ANAPC11",0,-3.69496448857072,0.05,0.78,0
"ID3",0,-6.59953701214176,0.006,0.736,0
"NARS",0,-17.9219730659306,0,0.73,0
"CHD4",0,-3.60459009731451,0.099,0.828,0
"COX6B1",0,-2.82940835274632,0.211,0.94,0
"MARCKSL1",0,-9.12284392496184,0.001,0.73,0
"MRFAP1",0,-4.12187625533535,0.036,0.764,0
"MYOM2",0,7.31266294209337,0.78,0.052,0
"CCT3",0,-3.1424712578954,0.111,0.837,0
"EIF2S2",0,-3.2619887514478,0.102,0.828,0
"ENSG00000227028",0,18.2202739048413,0.726,0,0
"MZT2B",0,-2.74837956403077,0.124,0.85,0
"RBM8A",0,-3.82605882987997,0.045,0.771,0
"CCSER1",0,10.3455882727618,0.73,0.005,0
"MT-CO3",0,-4.56944411546684,0.273,0.998,0
"NDUFA2",0,-3.64608815166492,0.052,0.776,0
"CALM3",0,-3.52355677202084,0.06,0.783,0
"COPE",0,-4.16206609139372,0.043,0.766,0
"EIF3E",0,-2.93559784344289,0.168,0.891,0
"SF3B6",0,-3.95834715134392,0.039,0.761,0
"ARF1",0,-3.10923070544085,0.094,0.815,0
"HMGA1",0,-6.89761061704797,0.01,0.731,0
"CCT8",0,-3.29950756794001,0.087,0.807,0
"CCT6A",0,-3.27891661797699,0.095,0.815,0
"ERP29",0,-3.69133335799776,0.054,0.774,0
"POMP",0,-2.92210687279176,0.108,0.828,0
"TCEAL4",0,-3.36522625335439,0.065,0.785,0
"APLP2",0,-3.0709860191646,0.157,0.876,0
"AURKAIP1",0,-3.17229140616563,0.073,0.791,0
"CCNI",0,-2.76560666200156,0.163,0.881,0
"AC020909.2",0,-20.4405560464101,0,0.718,0
"LARGE1",0,7.30401837597893,0.805,0.088,0
"PPDPF",0,-2.89514279016865,0.079,0.795,0
"ATP6V1G1",0,-3.35397915214238,0.065,0.781,0
"SNU13",0,-2.82674443795925,0.109,0.825,0
"EEF1D",0,-2.71694301727489,0.193,0.908,0
"ERH",0,-3.38512428877354,0.072,0.787,0
"DEK",0,-3.48125606108608,0.107,0.822,0
"SOD1",0,-2.6538827260271,0.126,0.84,0
"TUBA1A",0,-6.109776368882,0.016,0.73,0
"COX6C",0,-2.74040503615113,0.203,0.916,0
"NONO",0,-3.49440166553266,0.076,0.789,0
"COPS9",0,-3.86079998642499,0.041,0.754,0
"CANX",0,-3.00742089202004,0.134,0.846,0
"CDC42",0,-2.7627653519322,0.153,0.865,0
"AP2S1",0,-4.14439067950516,0.036,0.747,0
"ATP5PD",0,-2.67587501977354,0.149,0.86,0
"CD81",0,-2.95724315856732,0.137,0.848,0
"ALKBH7",0,-3.88645109664674,0.04,0.749,0
"ARPC2",0,-3.11861323559839,0.119,0.828,0
"NDUFB10",0,-2.4121981326374,0.133,0.842,0
"H1FX",0,-18.1795475321682,0,0.709,0
"THSD4",0,6.80390424434244,0.808,0.1,0
"CLIC1",0,-5.48710885103075,0.013,0.721,0
"HSPA8",0,-3.30610938697109,0.106,0.814,0
"EIF3G",0,-4.13397161502959,0.03,0.736,0
"EIF4G2",0,-2.80599818326558,0.173,0.879,0
"PPP1R14B",0,-4.78731119403596,0.03,0.736,0
"RTN4",0,-2.78509444124381,0.128,0.834,0
"COX7C",0,-3.05117202296117,0.271,0.976,0
"PDZD2",0,8.17810444388347,0.734,0.029,0
"SOX4",0,-5.33182242156775,0.025,0.73,0
"NDUFB7",0,-2.65293909765461,0.103,0.805,0
"PGAM1",0,-3.06226711977062,0.093,0.795,0
"PRDX6",0,-2.79637693859757,0.202,0.903,0
"PSMA2",0,-4.87881632499224,0.031,0.732,0
"LARS",0,-17.7409865243811,0,0.701,0
"NOP10",0,-4.31345188947664,0.028,0.728,0
"PGK1",0,-2.94995327183198,0.175,0.875,0
"NDUFS6",0,-2.85328590976714,0.185,0.884,0
"HNRNPAB",0,-4.41324429502745,0.04,0.739,0
"RAC1",0,-2.80359596147047,0.129,0.828,0
"TMEM14B",0,-3.42236907004025,0.107,0.805,0
"CAST",0,-17.8511691536854,0,0.698,0
"BNIP3",0,-3.53070678413456,0.159,0.856,0
"EIF4EBP1",0,-4.92295311085371,0.024,0.721,0
"GUK1",0,-3.43973368474485,0.055,0.752,0
"PSMB5",0,-3.11700997597912,0.082,0.778,0
"FTH1",0,-2.78708882829081,0.284,0.98,0
"IL1RAPL1",0,8.99626898993697,0.717,0.021,0
"UQCRB",0,-1.95932797501453,0.257,0.953,0
"NDUFA4",0,-2.54037857775264,0.266,0.96,0
"SF3B5",0,-4.2789538555564,0.028,0.722,0
"TCEAL9",0,-4.00892461823292,0.045,0.739,0
"MYL12B",0,-3.78558726864209,0.059,0.752,0
"TRDN-AS1",0,6.2472460091111,0.803,0.11,0
"COL18A1",0,-3.36247834728524,0.093,0.785,0
"NASP",0,-3.27854044872301,0.123,0.815,0
"GABARAP",0,-4.6967767658708,0.049,0.74,0
"PSME1",0,-4.63332160196218,0.024,0.715,0
"SSR3",0,-2.99899510713032,0.122,0.813,0
"AP2M1",0,-2.84715209832475,0.097,0.786,0
"RAB13",0,-5.10174784926219,0.015,0.704,0
"C1QBP",0,-3.9211022056213,0.039,0.727,0
"HSPA5",0,-3.02701238226321,0.154,0.842,0
"NDUFB2",0,-2.39867691251778,0.174,0.862,0
"RBX1",0,-2.54841234304927,0.15,0.838,0
"GAPDH",0,-4.23473835969249,0.307,0.994,0
"PABPC1",0,-2.73996968344483,0.176,0.863,0
"CRABP2",0,-10.2256869565332,0.001,0.688,0
"RABAC1",0,-5.05483539667954,0.017,0.704,0
"TMEM256",0,-5.36356507921647,0.014,0.701,0
"DNAJA1",0,-3.60290264748886,0.074,0.76,0
"NDUFA3",0,-2.923724681953,0.089,0.775,0
"NDUFA1",0,-2.29593498366186,0.179,0.865,0
"SUB1",0,-2.48197303022244,0.153,0.839,0
"ZNHIT1",0,-4.44285449258599,0.025,0.711,0
"BANF1",0,-3.47320398665368,0.051,0.736,0
"NDUFB8",0,-2.92287859785397,0.139,0.824,0
"OSTC",0,-3.63740187068661,0.055,0.74,0
"BZW1",0,-4.20740327291931,0.049,0.733,0
"C12orf57",0,-3.87110619989562,0.034,0.718,0
"ISYNA1",0,-6.73504488183034,0.005,0.689,0
"NREP",0,-3.71165862549736,0.164,0.848,0
"TRMT112",0,-4.57330797268034,0.02,0.704,0
"ATP5F1B",0,-2.50937377883495,0.24,0.923,0
"SMS",0,-3.06814479015131,0.093,0.776,0
"JUND",0,-3.39967312653349,0.055,0.737,0
"IK",0,-4.05594025202855,0.032,0.713,0
"PRELID1",0,-5.02910776680566,0.017,0.698,0
"CCT4",0,-2.78037792030478,0.108,0.788,0
"PDAP1",0,-3.58274427204836,0.051,0.731,0
"PEBP1",0,-2.21928308209585,0.187,0.867,0
"LSM4",0,-4.10519741560967,0.033,0.711,0
"TXNDC17",0,-5.28111763364993,0.016,0.694,0
"CCT5",0,-3.76146222295112,0.058,0.735,0
"TXN",0,-3.98868819428338,0.041,0.718,0
"LAMTOR5",0,-2.95449215575634,0.071,0.747,0
"CDV3",0,-3.84910452765673,0.055,0.731,0
"EIF3A",0,-2.68265627354988,0.2,0.876,0
"NAP1L1",0,-3.17129033170852,0.294,0.97,0
"PSMB1",0,-2.69520183376648,0.141,0.817,0
"SLC25A3",0,-2.75177875920441,0.281,0.956,0
"MRPL20",0,-2.72064207646136,0.093,0.767,0
"EIF4B",0,-2.5203283827728,0.156,0.83,0
"CHMP2A",0,-3.87179173609,0.033,0.706,0
"SNRPF",0,-4.26565052465006,0.034,0.707,0
"TENM2",0,8.41535188295534,0.695,0.022,0
"C9orf16",0,-17.5252622838724,0,0.672,0
"MYL6B",0,-4.51150840677135,0.02,0.692,0
"PET100",0,-4.46853299682908,0.028,0.7,0
"ARL6IP4",0,-2.34969379662986,0.122,0.793,0
"SSBP1",0,-2.66414975142722,0.119,0.79,0
"TMEM178B",0,9.91505275010662,0.678,0.007,0
"YWHAE",0,-2.80001603723943,0.29,0.961,0
"LRRTM3",0,7.62471667440863,0.697,0.027,0
"NME2",0,-6.42039451521207,0.035,0.705,0
"TTN-AS1",0,7.14974757858655,0.82,0.15,0
"ZBTB20",0,5.84220846967281,0.862,0.192,0
"SNHG29",0,-19.4053018096207,0,0.669,0
"DAD1",0,-3.91310539357827,0.047,0.716,0
"APEX1",0,-2.74300221258445,0.098,0.766,0
"MTPN",0,-3.14102237817493,0.101,0.769,0
"PRPF4B",0,-17.6155205262522,0,0.668,0
"CSNK2B",0,-4.79432623523563,0.023,0.691,0
"LSM7",0,-3.60730019388445,0.054,0.722,0
"MT-CO1",0,-4.37571137913103,0.33,0.998,0
"ANP32A",0,-2.7188584116394,0.125,0.792,0
"CDIN1",0,18.1624798035177,0.667,0,0
"NOP53",0,-3.93249225629823,0.035,0.702,0
"CACNA1C",0,6.8168062614879,0.934,0.268,0
"TIMM8B",0,-2.7479724947342,0.094,0.76,0
"RPS4Y1",0,-5.01369629401184,0.039,0.705,0
"SSR2",0,-3.84217475133125,0.039,0.705,0
"UBXN1",0,-3.24335529006363,0.049,0.715,0
"EIF3L",0,-2.5651237881664,0.11,0.775,0
"FHIT",0,6.71635495410788,0.757,0.092,0
"PTGES3",0,-2.41366494437626,0.196,0.86,0
"DDT",0,-2.8684410310572,0.082,0.745,0
"AKAP12",0,-5.66470599818434,0.012,0.674,0
"GSTO1",0,-3.24854932367668,0.087,0.749,0
"ATP5F1D",0,-2.21415911127917,0.235,0.896,0
"BRI3",0,-2.40380686270143,0.125,0.786,0
"DNAJC8",0,-2.92159064319539,0.084,0.745,0
"FIS1",0,-2.92523971806336,0.065,0.726,0
"SLIRP",0,-2.22952593305362,0.157,0.818,0
"ZFP36L1",0,-4.06519756918236,0.055,0.716,0
"ARPC3",0,-2.90939688596103,0.08,0.74,0
"SPCS1",0,-3.11330174362483,0.059,0.718,0
"H2AFV",0,-17.5886168589835,0,0.659,0
"MRPL52",0,-3.53021076139899,0.048,0.707,0
"COX5B",0,-2.25505422843081,0.268,0.926,0
"NDUFA6",0,-2.31417616099751,0.129,0.787,0
"PDCD5",0,-3.09221897441265,0.072,0.73,0
"RBP1",0,-7.14891312072935,0.006,0.664,0
"RHOA",0,-2.42439429030139,0.138,0.796,0
"EZR",0,-2.86193965884822,0.178,0.836,0
"MDH2",0,-2.4690680779239,0.14,0.797,0
"SEC61B",0,-2.60213110551292,0.111,0.768,0
"VDAC2",0,-2.37181095603255,0.216,0.873,0
"ANXA5",0,-3.91714262123947,0.056,0.713,0
"EEF1G",0,-5.74781428399087,0.069,0.725,0
"FKBP3",0,-2.61525208436745,0.122,0.777,0
"AOPEP",0,6.11411242906342,0.795,0.141,0
"POLR2I",0,-3.64496493702632,0.032,0.686,0
"SNRPB",0,-4.60727080969554,0.027,0.681,0
"RSL1D1",0,-3.51403866710198,0.048,0.7,0
"EIF1",0,-2.6701170402667,0.313,0.964,0
"HNRNPA3",0,-2.52373530721284,0.246,0.897,0
"IGF2BP1",0,-7.80038809904781,0.002,0.653,0
"PDIA3",0,-2.7220261878524,0.142,0.793,0
"FRY",0,6.23639018334324,0.76,0.11,0
"HDAC2",0,-2.9983142071049,0.084,0.734,0
"TRIR",0,-2.73053434381665,0.08,0.73,0
"VDAC1",0,-2.22809241482214,0.21,0.86,0
"TMED9",0,-3.7430974998253,0.04,0.69,0
"ATOX1",0,-3.76038032910473,0.037,0.686,0
"ATP5F1A",0,-2.41963363113649,0.289,0.938,0
"EIF3K",0,-2.18168520902349,0.252,0.901,0
"EIF5A",0,-3.94579155131037,0.034,0.683,0
"PCDH9",0,6.70085486673774,0.719,0.07,0
"YWHAZ",0,-2.33539642363347,0.245,0.894,0
"RSL24D1",0,-3.77588004655183,0.037,0.685,0
"NDUFB1",0,-2.29879571447236,0.19,0.838,0
"SNRPG",0,-2.9421391489516,0.076,0.723,0
"EPRS",0,-17.4993477353392,0,0.647,0
"ATP5PF",0,-2.20306334580751,0.285,0.931,0
"DTNA",0,6.02000025637041,0.797,0.151,0
"EIF3I",0,-3.75009085212478,0.034,0.68,0
"SPINT2",0,-6.30191637538086,0.007,0.653,0
"DYNLRB1",0,-2.71629480445335,0.068,0.714,0
"ECHS1",0,-3.19877750762785,0.056,0.7,0
"COX7B",0,-2.31718748451335,0.256,0.899,0
"MRPL41",0,-2.25044673060747,0.136,0.779,0
"MRPL57",0,-2.81709845126089,0.064,0.707,0
"SERPINH1",0,-3.75199272506033,0.062,0.705,0
"NHP2",0,-4.35686394191396,0.024,0.666,0
"DMAC1",0,-2.97078609907318,0.067,0.709,0
"UQCRQ",0,-2.20745436023131,0.173,0.815,0
"B2M",0,-2.22824798240931,0.075,0.716,0
"GABARAPL2",0,-3.01522971452083,0.064,0.705,0
"GHITM",0,-2.66159895910922,0.099,0.74,0
"NDUFB4",0,-1.97311286538558,0.168,0.809,0
"PHB2",0,-3.02187111004633,0.065,0.706,0
"DRAP1",0,-3.28268294490429,0.044,0.684,0
"SMC3",0,-2.87397385682028,0.099,0.739,0
"METAP2",0,-2.23351004055936,0.189,0.829,0
"S100A13",0,-3.64188663336652,0.039,0.677,0
"XRCC5",0,-2.38006784572927,0.22,0.858,0
"COX4I1",0,-2.42013764524628,0.324,0.962,0
"SMDT1",0,-3.15794176894101,0.055,0.693,0
"PKM",0,-2.43073718675387,0.291,0.928,0
"GNAS",0,-3.114859875498,0.344,0.98,0
"NOL7",0,-2.58226161152696,0.095,0.731,0
"PRRC2B",0,-17.3650182090088,0,0.636,0
"NUCKS1",0,-2.55848723908627,0.305,0.94,0
"PDK1",0,-3.41417326839023,0.079,0.714,0
"PPIC",0,-3.40841071060839,0.063,0.698,0
"RTF1",0,-2.19272705219174,0.134,0.769,0
